Nro_Veces_cob;Nro_Cuotas;Mes_pres;MES_0_Atraso;MES_1_Atraso;MES_2_Atraso;Llamada_fecha;Hora;Llamada_Resultado;Deuda_total;Activación;Mora
<=10;<24, 48];Febrero;115.74;0;0;3/02/2014;12;PDP  Promesa De Pago;5259.07;2013;0
<=10;<24, 48];Febrero;1320.33;113.84;16.49;5/02/2014;17;TAT  Tratamiento al Titu;43530.7;2013;0
<=10;>48;Febrero;550.65;0;0;13/02/2014;16;TAT  Tratamiento al Titu;58166.8;2011;0
<=10;<24, 48];Febrero;127.23;220.38;0;6/02/2014;8;PAR  Promesa Parcial;3852.23;2012;0
<=10;<24, 48];Febrero;300.05;0;0;7/02/2014;10;PDP  Promesa De Pago;6817.22;2011;0
<=10;<24, 48];Febrero;764.25;0;0;4/02/2014;10;MCF  Msj Con Familiar;6693.98;2012;1
<=10;<=24;Febrero;178.67;0;0;12/02/2014;7;PDP  Promesa De Pago;1474.97;2012;0
>10;>48;Febrero;342.35;0;347.68;4/02/2014;15;CAN  Cliente Cancelo;5837.84;2011;0
<=10;<=24;Febrero;765.07;482.19;34.81;17/02/2014;13;MCT  Msj Con Terceros;8489.96;2013;1
>10;>48;Febrero;44.53;50.25;56.72;17/02/2014;11;TELF. NO CORRESPONDE;5632.44;2012;0
>10;<24, 48];Febrero;2191.63;615.1;1204.94;18/02/2014;15;MCT  Msj Con Terceros;23339.8;2012;1
<=10;<24, 48];Febrero;554.13;553.93;557.33;18/02/2014;13;TELF. NO CORRESPONDE;15171.3;2012;0
>10;<24, 48];Febrero;3345.78;0;3432.44;20/02/2014;11;TAT  Tratamiento al Titu;17773.5;2012;1
<=10;<24, 48];Febrero;233.16;0;0;28/02/2014;9;MCT  Msj Con Terceros;79695.9;2013;0
<=10;>48;Febrero;637.44;630.72;632.22;14/02/2014;7;MCF  Msj Con Familiar;15281.5;2013;0
>10;<24, 48];Febrero;1538.28;1025.32;0;28/02/2014;11;MCS  Msj Con Secretaria;2633.15;2011;1
<=10;<24, 48];Febrero;587.06;353.83;184.15;14/02/2014;10;MCT  Msj Con Terceros;15106.8;2012;0
<=10;<24, 48];Febrero;236.03;0;437.4;3/02/2014;11;PDP  Promesa De Pago;15373.5;2013;0
>10;<24, 48];Febrero;480.27;480.3;0;12/02/2014;9;PDP  Promesa De Pago;7580.3;2012;0
<=10;>48;Febrero;367.46;0;0;4/02/2014;16;TELF. NO CORRESPONDE;17551.9;2013;0
>10;<=24;Febrero;570.67;457.21;165;20/02/2014;14;CIH  Generar Cita;569.34;2012;0
>10;<24, 48];Febrero;189.22;374.68;0;17/02/2014;7;PDP  Promesa De Pago;3732.35;2012;0
<=10;<=24;Febrero;91.47;0;0;12/02/2014;12;MCT  Msj Con Terceros;1543.75;2013;0
<=10;<24, 48];Febrero;634.42;0;0;20/02/2014;19;PAR  Promesa Parcial;5593.23;2012;1
<=10;<24, 48];Febrero;599.77;0;0;10/02/2014;19;IPT  Inbound PDP Total;20164.6;2012;0
>10;<24, 48];Febrero;767.75;363.45;509.06;12/02/2014;13;TELF. NO CORRESPONDE;20181.7;2012;0
>10;<24, 48];Febrero;544.64;88.57;359.05;19/02/2014;10;MCT  Msj Con Terceros;1539.75;2010;1
<=10;<24, 48];Febrero;570.64;0;0;13/02/2014;11;PAR  Promesa Parcial;5817.88;2013;1
>10;>48;Febrero;613.51;618.19;0;3/02/2014;9;PDP  Promesa De Pago;13542.2;2012;0
<=10;>48;Febrero;1556.68;0;0;19/02/2014;8;PAR  Promesa Parcial;29089;2011;0
<=10;>48;Febrero;1688.73;3456.23;5243.34;26/02/2014;11;MCT  Msj Con Terceros;58944.7;2012;0
<=10;<24, 48];Febrero;285.19;285.89;823.42;4/02/2014;9;MCT  Msj Con Terceros;11319.9;2013;0
>10;>48;Febrero;1185.7;0;0;5/02/2014;16;MCT  Msj Con Terceros;12395;2011;1
>10;<=24;Febrero;329.95;0;0;21/02/2014;14;TELF. NO CORRESPONDE;3014.88;2012;0
<=10;<=24;Febrero;239.9;0;0;3/02/2014;13;PDP  Promesa De Pago;2717.83;2013;0
<=10;<24, 48];Febrero;157.34;232.26;233.45;3/02/2014;14;PDP  Promesa De Pago;5870.3;2012;0
<=10;<=24;Febrero;66.74;0;0;6/02/2014;15;MCT  Msj Con Terceros;1852.37;2013;0
>10;<24, 48];Febrero;772.14;1578.54;0;10/02/2014;19;PDP  Promesa De Pago;13160.9;2012;0
>10;<24, 48];Febrero;487.84;493.57;0;6/02/2014;10;MCF  Msj Con Familiar;6692.74;2011;0
>10;<24, 48];Febrero;232.34;258.43;539.67;4/02/2014;9;MCT  Msj Con Terceros;20661;2012;0
<=10;>48;Febrero;141.5;258.2;791.05;3/02/2014;8;MCF  Msj Con Familiar;62537.4;2013;0
>10;<24, 48];Febrero;122.23;62.91;0;21/02/2014;11;TELF. NO CORRESPONDE;11274;2011;0
>10;<24, 48];Febrero;1676.32;1682.29;0;4/02/2014;17;MCT  Msj Con Terceros;1634.18;2010;1
<=10;<24, 48];Febrero;108.9;0;0;3/02/2014;11;PDP  Promesa De Pago;2029.72;2013;0
<=10;>48;Febrero;431.71;0;0;4/02/2014;7;PDP  Promesa De Pago;17062.6;2013;0
<=10;<24, 48];Febrero;1061;1060.04;1056.79;11/02/2014;16;MCF  Msj Con Familiar;6914.38;2013;1
<=10;<24, 48];Febrero;28.79;444.98;51.02;17/02/2014;9;PDP  Promesa De Pago;7393.86;2013;0
<=10;<24, 48];Febrero;1096.16;655.7;1762.02;24/02/2014;11;TAT  Tratamiento al Titu;32626.1;2013;0
<=10;<24, 48];Febrero;254.35;33.51;0;26/02/2014;9;MCT  Msj Con Terceros;2903.84;2012;0
>10;>48;Febrero;852.63;0;0;7/02/2014;11;MCF  Msj Con Familiar;38558.5;2012;1
>10;>48;Febrero;1183.24;582.45;582.39;12/02/2014;10;MCF  Msj Con Familiar;13322.5;2012;1
>10;>48;Febrero;438.25;0;0;11/02/2014;10;MCT  Msj Con Terceros;6063.18;2011;0
>10;<24, 48];Febrero;936.47;1877.59;0;14/02/2014;13;MCF  Msj Con Familiar;20946.1;2012;0
<=10;<24, 48];Febrero;394.12;408.44;171.57;4/02/2014;14;PDP  Promesa De Pago;8010.62;2013;0
>10;<24, 48];Febrero;678.69;0;0;21/02/2014;10;MCT  Msj Con Terceros;679.62;2011;0
<=10;<24, 48];Febrero;508.55;252.02;506.23;6/02/2014;13;TELF. NO CORRESPONDE;10671.1;2012;0
>10;<=24;Febrero;533.08;806.4;1083.2;5/02/2014;10;MCF  Msj Con Familiar;2237.87;2012;1
>10;<24, 48];Febrero;99.71;0;0;24/02/2014;10;PDP  Promesa De Pago;1201.78;2011;0
>10;<24, 48];Febrero;592.56;0;593.78;4/02/2014;10;PDP  Promesa De Pago;5278.81;2010;0
>10;<24, 48];Febrero;336.38;0;0;3/02/2014;14;PDP  Promesa De Pago;1591.12;2011;0
>10;<24, 48];Febrero;458.2;688.31;688.31;4/02/2014;18;PDP  Promesa De Pago;2615.13;2011;1
<=10;<24, 48];Febrero;724.24;480.56;585.09;5/02/2014;8;PDP  Promesa De Pago;16131.9;2012;1
<=10;<24, 48];Febrero;114.7;0;0;6/02/2014;14;PDP  Promesa De Pago;2933.64;2013;0
>10;<24, 48];Febrero;838.9;840.41;0;14/02/2014;20;MCT  Msj Con Terceros;20104.7;2012;0
<=10;<24, 48];Febrero;232.44;277.42;323.54;3/02/2014;13;MCT  Msj Con Terceros;8030.62;2013;0
>10;>48;Febrero;825.19;0;0;14/02/2014;20;RPP  Recordar Promesa;6746.34;2012;1
<=10;<24, 48];Febrero;812.29;0;0;17/02/2014;7;MCF  Msj Con Familiar;5335.16;2012;1
<=10;<24, 48];Febrero;1030.04;0;0;18/02/2014;14;PDP  Promesa De Pago;33600.2;2013;0
<=10;<24, 48];Febrero;889.55;2.95;884.6;13/02/2014;12;TELF. NO CORRESPONDE;24531;2013;0
<=10;<24, 48];Febrero;1094.54;0;0;21/02/2014;18;MCT  Msj Con Terceros;8903.82;2013;1
>10;<24, 48];Febrero;284.93;489.9;504.41;10/02/2014;14;PDP  Promesa De Pago;3101.43;2011;0
<=10;<24, 48];Febrero;826.5;1177.42;2019.56;6/02/2014;14;MCF  Msj Con Familiar;19197.5;2013;0
>10;<24, 48];Febrero;676.08;685.32;685.32;13/02/2014;9;MCF  Msj Con Familiar;11969;2012;0
>10;<24, 48];Febrero;321.77;0.22;0.22;21/02/2014;20;MCF  Msj Con Familiar;4232;2012;0
<=10;>48;Febrero;1259.15;0;281.24;3/02/2014;14;TAT  Tratamiento al Titu;63131.1;2012;0
<=10;<24, 48];Febrero;117.93;62.36;150.4;12/02/2014;9;MCF  Msj Con Familiar;7733.54;2013;0
<=10;>48;Febrero;115.36;116.06;109.83;7/02/2014;10;MCT  Msj Con Terceros;2854.91;2013;0
<=10;<=24;Febrero;32.15;0;0;3/02/2014;12;MCF  Msj Con Familiar;1780.75;2012;0
<=10;<24, 48];Febrero;356.93;536.62;536.62;13/02/2014;13;MCF  Msj Con Familiar;3539.79;2013;1
<=10;<=24;Febrero;82.13;0;146.26;7/02/2014;10;TELF. NO CORRESPONDE;2687.45;2013;0
<=10;<24, 48];Febrero;674.78;0;0;18/02/2014;13;IPP  Inbound Promesa Par;10412.4;2013;1
<=10;<=24;Febrero;2971.69;9.89;0;3/02/2014;17;TELF. NO CORRESPONDE;37225.1;2013;0
<=10;<24, 48];Febrero;365.93;366.22;0;4/02/2014;16;TELF. NO CORRESPONDE;1073.23;2010;0
<=10;>48;Febrero;972.05;0;0;4/02/2014;8;PDP  Promesa De Pago;19113.7;2011;0
<=10;<24, 48];Febrero;263.81;0.71;0;4/02/2014;8;MCT  Msj Con Terceros;1368.74;2011;1
<=10;>48;Febrero;890.73;1790.44;0;12/02/2014;13;MCT  Msj Con Terceros;22276.9;2013;0
>10;<24, 48];Febrero;508.37;517.19;1035.96;3/02/2014;17;PDP  Promesa De Pago;8667.53;2011;0
>10;<24, 48];Febrero;273.86;0;0;18/02/2014;15;MCT  Msj Con Terceros;2880.2;2012;0
<=10;<24, 48];Febrero;254.4;0;0;13/02/2014;17;MCF  Msj Con Familiar;992.02;2011;0
<=10;<24, 48];Febrero;4387.11;0;0;3/02/2014;18;MCF  Msj Con Familiar;35678.6;2012;1
<=10;<24, 48];Febrero;135.69;0;0;3/02/2014;16;TELF. NO CORRESPONDE;18155.7;2013;0
<=10;<24, 48];Febrero;310.44;0;0;21/02/2014;7;PDP  Promesa De Pago;7036.6;2013;0
<=10;>48;Febrero;382.89;787.19;388.4;24/02/2014;15;PDP  Promesa De Pago;11415.6;2013;0
>10;>48;Febrero;780.26;958.1;880.35;6/02/2014;12;MCC  Msj Con Comp De Trab;55337.5;2012;0
<=10;<24, 48];Febrero;108.76;0;0;10/02/2014;10;MCF  Msj Con Familiar;5306.4;2013;0
<=10;>48;Febrero;440.4;0;0;21/02/2014;19;PDP  Promesa De Pago;13341.2;2013;0
<=10;<24, 48];Febrero;462.85;0;0;6/02/2014;9;TAT  Tratamiento al Titu;5403.23;2013;1
>10;<24, 48];Febrero;309.72;0.5;0;26/02/2014;19;MCT  Msj Con Terceros;5048.53;2012;0
<=10;>48;Febrero;1468.85;14.56;1457.48;3/02/2014;10;TELF. NO CORRESPONDE;47750.7;2012;0
<=10;<24, 48];Febrero;240.76;240.96;0;3/02/2014;12;PDP  Promesa De Pago;1887.78;2011;0
>10;<24, 48];Febrero;588.84;0.43;589.19;3/02/2014;8;PDP  Promesa De Pago;4540.78;2011;0
<=10;>48;Febrero;2371.28;3362.27;0;20/02/2014;8;MCF  Msj Con Familiar;23206.3;2012;1
>10;<24, 48];Febrero;243.33;487.41;734.38;18/02/2014;10;TELF. NO CORRESPONDE;2804.43;2012;0
<=10;<24, 48];Febrero;251.82;0;251.41;18/02/2014;17;MCT  Msj Con Terceros;4887.06;2013;0
<=10;<24, 48];Febrero;612.71;305.21;766;24/02/2014;7;TAT sin contacto con Titular;1290.15;2011;1
<=10;>48;Febrero;324.31;0;0;10/02/2014;14;MCT  Msj Con Terceros;8783.67;2013;0
<=10;>48;Febrero;165.97;0;0;19/02/2014;15;MCT  Msj Con Terceros;17483.9;2013;0
<=10;>48;Febrero;178.62;0;330.82;12/02/2014;10;PDP  Promesa De Pago;7830.16;2013;0
<=10;<24, 48];Febrero;128.49;0;0;7/02/2014;16;MCT  Msj Con Terceros;3022.78;2013;0
<=10;<24, 48];Febrero;1024.51;2226.85;1203.38;18/02/2014;16;MCE  Msj Con Empleada;34530.6;2013;0
>10;>48;Febrero;1500.75;0;0;4/02/2014;15;MCT  Msj Con Terceros;47246;2012;0
<=10;<24, 48];Febrero;97.97;308.86;312.91;3/02/2014;12;PDP  Promesa De Pago;27129.2;2013;0
>10;<24, 48];Febrero;739.32;740.13;0.53;3/02/2014;12;MCT  Msj Con Terceros;17048;2012;0
>10;<24, 48];Febrero;545.55;0;0;11/02/2014;17;PDP  Promesa De Pago;9845.34;2011;0
>10;<24, 48];Febrero;271.37;0;700.92;7/02/2014;13;MCT  Msj Con Terceros;14643.7;2012;0
<=10;>48;Febrero;361.99;0;301.06;3/02/2014;15;TAT  Tratamiento al Titu;10902.8;2013;0
<=10;<24, 48];Febrero;225.56;451.81;449.29;26/02/2014;9;MCF  Msj Con Familiar;3779.86;2012;0
<=10;<24, 48];Febrero;316.67;0;0;3/02/2014;14;TELF. NO CORRESPONDE;2576.16;2011;0
<=10;>48;Febrero;2149.33;0;0;4/02/2014;7;MCE  Msj Con Empleada;21102.3;2012;1
>10;<24, 48];Febrero;965.82;0;0;12/02/2014;19;TELF. NO CORRESPONDE;2888.07;2010;1
>10;<24, 48];Febrero;242.03;0;1962.63;3/02/2014;16;PDP  Promesa De Pago;32257.2;2012;0
>10;<24, 48];Febrero;574.26;190.73;89.22;11/02/2014;14;MCT  Msj Con Terceros;2943.04;2011;1
>10;<24, 48];Febrero;2176.63;0;0;28/02/2014;8;TAT  Tratamiento al Titu;22296.5;2011;1
<=10;<24, 48];Febrero;1414.43;0;0;10/02/2014;13;MCF  Msj Con Familiar;15930.3;2012;1
<=10;<=24;Febrero;1284.69;0;0;5/02/2014;9;RPP  Recordar Promesa;19197.1;2013;0
<=10;<24, 48];Febrero;1066.75;0;0;4/02/2014;14;TELF. NO CORRESPONDE;10520.8;2013;1
<=10;<24, 48];Febrero;249.29;241.49;236.18;3/02/2014;13;PDP  Promesa De Pago;4549.39;2013;0
<=10;<24, 48];Febrero;557.63;307.6;2.29;4/02/2014;13;PAR  Promesa Parcial;16380.4;2012;0
>10;<24, 48];Febrero;177.22;177.69;355.85;25/02/2014;9;TELF. NO CORRESPONDE;1004.54;2011;0
<=10;<24, 48];Febrero;231.83;0;231.85;20/02/2014;9;TELF. NO CORRESPONDE;5737.77;2013;0
>10;>48;Febrero;313.88;0;0;21/02/2014;9;MCF  Msj Con Familiar;8982.98;2011;0
<=10;<24, 48];Febrero;847.28;1699.43;2561.64;21/02/2014;7;TAT  Tratamiento al Titu;16486.4;2012;0
>10;>48;Febrero;504.67;0;0;17/02/2014;14;MCT  Msj Con Terceros;8950.87;2011;0
>10;<24, 48];Febrero;544.12;0;0;3/02/2014;9;MCT  Msj Con Terceros;6054.33;2011;0
<=10;>48;Febrero;343.54;244.43;588.79;28/02/2014;9;MCT  Msj Con Terceros;8516.9;2013;0
>10;<24, 48];Febrero;1025.4;1008.33;2046.9;25/02/2014;15;TAT  Tratamiento al Titu;19176;2012;0
<=10;>48;Febrero;1997.11;1979.67;1979.67;18/02/2014;10;MCT  Msj Con Terceros;79489;2013;0
<=10;<24, 48];Febrero;838.15;414.26;833.86;26/02/2014;20;MCF  Msj Con Familiar;9279.25;2013;1
>10;>48;Febrero;927.1;0;0;4/02/2014;13;PDP  Promesa De Pago;18988.6;2011;0
>10;<24, 48];Febrero;275.81;272;548.65;28/02/2014;16;MCF  Msj Con Familiar;1344.44;2011;0
<=10;<24, 48];Febrero;1023.53;2056.23;1036;25/02/2014;11;MCT  Msj Con Terceros;19387.6;2011;0
>10;<24, 48];Febrero;1568.41;0;0;20/02/2014;15;PDP  Promesa De Pago;23078.6;2012;0
>10;<24, 48];Febrero;207.39;445.07;0;27/02/2014;11;MCS  Msj Con Secretaria;9483.94;2012;0
<=10;<24, 48];Febrero;245.92;48.19;225.77;21/02/2014;15;MCT  Msj Con Terceros;6921.28;2013;0
<=10;<24, 48];Febrero;140.68;229.9;270.26;7/02/2014;7;TAT  Tratamiento al Titu;9776;2012;0
>10;<24, 48];Febrero;1455.74;1558.49;0;10/02/2014;14;RPP  Recordar Promesa;2918.27;2011;0
>10;<24, 48];Febrero;440.57;11.6;0;18/02/2014;16;TAT  Tratamiento al Titu;5696.02;2011;0
<=10;<24, 48];Febrero;841.71;0;0;3/02/2014;10;TELF. NO CORRESPONDE;15263.2;2012;0
<=10;<=24;Febrero;875.23;0;0;24/02/2014;18;MCT  Msj Con Terceros;874.27;2014;0
<=10;<24, 48];Febrero;811.74;0;0;6/02/2014;8;PDP  Promesa De Pago;20445.9;2013;0
>10;>48;Febrero;252.67;449.4;0;10/02/2014;12;PDP  Promesa De Pago;14301.2;2011;0
>10;<=24;Febrero;52.32;1040.14;164.05;4/02/2014;16;MCF  Msj Con Familiar;2755.77;2012;0
<=10;<24, 48];Febrero;56.14;0;0;7/02/2014;7;CIH  Generar Cita;3689.61;2013;0
<=10;>48;Febrero;2799.97;0;0;3/02/2014;11;TELF. NO CORRESPONDE;19437.4;2012;1
<=10;>48;Febrero;169.21;0;66.67;17/02/2014;8;TELF. NO CORRESPONDE;10070.9;2012;0
<=10;<24, 48];Febrero;729.61;0;0;24/02/2014;15;MCF  Msj Con Familiar;12241;2012;0
>10;<24, 48];Febrero;308.65;0;0;3/02/2014;11;MCF  Msj Con Familiar;623.06;2011;0
>10;>48;Febrero;122.87;49.8;141.74;11/02/2014;15;MCT  Msj Con Terceros;9561.76;2012;0
<=10;>48;Febrero;311.56;311.37;0;20/02/2014;7;MCT  Msj Con Terceros;4184.26;2011;0
<=10;<24, 48];Febrero;158.23;174.15;162.74;10/02/2014;11;MCT  Msj Con Terceros;4208.82;2012;0
<=10;<=24;Febrero;132.21;0;0;3/02/2014;15;MCT  Msj Con Terceros;1899.59;2012;0
>10;<24, 48];Febrero;147.61;144.72;141.59;20/02/2014;10;TELF. NO CORRESPONDE;1237.62;2010;0
<=10;<24, 48];Febrero;535.64;0.42;536.31;21/02/2014;15;MCT  Msj Con Terceros;10602.1;2012;0
<=10;<24, 48];Febrero;184.24;194.52;255.37;3/02/2014;16;MCO  Msj Con Conyuge;5465.85;2013;0
<=10;<24, 48];Febrero;250.21;250.66;249.55;4/02/2014;7;MCT  Msj Con Terceros;3690.17;2012;0
<=10;<24, 48];Febrero;806.89;807.41;808.62;5/02/2014;7;MCT  Msj Con Terceros;18299.5;2013;0
<=10;>48;Febrero;418.15;0;0;4/02/2014;9;PDP  Promesa De Pago;656.67;2012;0
<=10;>48;Febrero;28.6;0;0;3/02/2014;12;PDP  Promesa De Pago;23707.3;2013;0
<=10;<24, 48];Febrero;1030.04;2062.52;3104.88;12/02/2014;15;MCF  Msj Con Familiar;32307;2013;0
>10;>48;Febrero;903.68;1814.56;906.38;20/02/2014;15;TAT  Tratamiento al Titu;15665.9;2011;0
<=10;<24, 48];Febrero;567;211.69;0;5/02/2014;7;MCF  Msj Con Familiar;24319.7;2013;0
>10;>48;Febrero;400.14;0;362.89;4/02/2014;8;MCT  Msj Con Terceros;12403;2011;0
>10;>48;Febrero;209.66;0;0;19/02/2014;7;PDP  Promesa De Pago;1054.33;2010;0
>10;<24, 48];Febrero;422.38;0;396.12;3/02/2014;11;MCT  Msj Con Terceros;4315.41;2011;0
<=10;>48;Febrero;206.53;0;0;3/02/2014;14;TELF. NO CORRESPONDE;6509.04;2011;0
<=10;<24, 48];Febrero;491.82;0;0;4/02/2014;9;MCV  Msj Con Vecino;12786.1;2012;0
>10;<24, 48];Febrero;123.02;121.25;119.28;21/02/2014;7;MCT  Msj Con Terceros;704.26;2012;0
<=10;<24, 48];Febrero;212.63;0;0;7/02/2014;11;MCT  Msj Con Terceros;1970.24;2011;0
<=10;<24, 48];Febrero;652.91;0;0;17/02/2014;14;MCT  Msj Con Terceros;19613.4;2013;0
<=10;<24, 48];Febrero;778.92;0;783.82;3/02/2014;8;PDP  Promesa De Pago;21334.9;2013;0
<=10;>48;Febrero;658.18;1066.89;1066.89;28/02/2014;8;TAT sin contacto con Titular;39712.7;2012;0
>10;<24, 48];Febrero;261.88;264.79;134.99;7/02/2014;9;MCE  Msj Con Empleada;16521.5;2012;0
<=10;<24, 48];Febrero;246.39;0;0;5/02/2014;9;MCF  Msj Con Familiar;17864.1;2013;0
>10;<24, 48];Febrero;257.35;256.95;257.11;6/02/2014;10;PDP  Promesa De Pago;3606.13;2012;0
<=10;<=24;Febrero;812.93;0;0;26/02/2014;16;MCT  Msj Con Terceros;6147.68;2013;1
<=10;<24, 48];Febrero;2737.88;0;0;21/02/2014;11;MCT  Msj Con Terceros;36445.9;2013;1
<=10;<=24;Febrero;92.55;0;250.88;11/02/2014;15;MCT  Msj Con Terceros;2568.3;2013;0
>10;>48;Febrero;305.03;0;509.28;3/02/2014;15;MCC  Msj Con Comp De Trab;13118.5;2012;0
>10;<24, 48];Febrero;258.37;254.51;72.35;6/02/2014;15;TELF. NO CORRESPONDE;2308.26;2011;0
<=10;>48;Febrero;1671.03;2346.76;4034.42;26/02/2014;15;PDP  Promesa De Pago;69116.9;2013;0
<=10;<24, 48];Febrero;141.51;0;0;4/02/2014;9;MCF  Msj Con Familiar;22559.5;2013;0
<=10;<24, 48];Febrero;350.57;0;0;10/02/2014;9;MCT  Msj Con Terceros;11639.9;2013;0
<=10;<=24;Febrero;152.87;0;0;21/02/2014;15;MCF  Msj Con Familiar;3386.43;2013;0
<=10;<24, 48];Febrero;457.19;0;388.66;6/02/2014;16;TELF. NO CORRESPONDE;8232.63;2012;0
<=10;>48;Febrero;1758.72;177.92;0;3/02/2014;12;MCT  Msj Con Terceros;73019.9;2012;0
<=10;<24, 48];Febrero;589.45;0;0;12/02/2014;7;PDP  Promesa De Pago;11314.6;2012;0
>10;<24, 48];Febrero;2080.17;0;0;20/02/2014;18;PDP  Promesa De Pago;15293.6;2012;1
<=10;<=24;Febrero;850.15;864.14;864.14;24/02/2014;10;MCT  Msj Con Terceros;849.22;2014;0
<=10;<24, 48];Febrero;1603.51;0;0;19/02/2014;18;MCF  Msj Con Familiar;11370.2;2013;1
>10;<24, 48];Febrero;307.77;307.89;307.9;4/02/2014;11;TELF. NO CORRESPONDE;2951.88;2011;0
>10;<24, 48];Febrero;368.09;0;376.76;10/02/2014;8;PDP  Promesa De Pago;1844.39;2011;0
<=10;<=24;Febrero;698.97;703.52;0;19/02/2014;8;MCF  Msj Con Familiar;2729.39;2012;0
<=10;<24, 48];Febrero;357.85;335.99;358.13;10/02/2014;11;MCT  Msj Con Terceros;8399.12;2013;0
>10;<24, 48];Febrero;464.82;0;0;6/02/2014;17;MCT  Msj Con Terceros;7547.44;2011;0
<=10;<24, 48];Febrero;320.42;323.09;516.43;20/02/2014;13;MCT  Msj Con Terceros;14678.5;2013;0
>10;<24, 48];Febrero;234.48;0;0;11/02/2014;8;PDP  Promesa De Pago;3557.04;2012;0
>10;<24, 48];Febrero;480.14;0;0;4/02/2014;7;MCT  Msj Con Terceros;6998.74;2012;0
>10;<24, 48];Febrero;442.67;216.72;439.09;25/02/2014;13;MCT  Msj Con Terceros;2914.68;2012;1
<=10;<24, 48];Febrero;1327.67;0;0;18/02/2014;14;MCF  Msj Con Familiar;9910.23;2013;1
>10;<24, 48];Febrero;127.33;0;0;7/02/2014;11;MCT  Msj Con Terceros;7554.33;2010;0
<=10;<24, 48];Febrero;1065.92;0;0;10/02/2014;13;PDP  Promesa De Pago;11128.4;2011;0
<=10;<24, 48];Febrero;209.74;0;0;6/02/2014;9;MCT  Msj Con Terceros;17694.2;2013;0
<=10;<24, 48];Febrero;939.69;0;0;3/02/2014;9;PDP  Promesa De Pago;20755.3;2012;0
>10;<24, 48];Febrero;170.99;170.93;171.2;17/02/2014;8;PDP  Promesa De Pago;825.87;2011;0
>10;<24, 48];Febrero;132.88;131.35;640.19;25/02/2014;10;MCT  Msj Con Terceros;7487.1;2012;0
<=10;<24, 48];Febrero;1355.63;2038.72;0;13/02/2014;12;MCF  Msj Con Familiar;22222.8;2013;1
>10;<24, 48];Febrero;441.09;0;0;4/02/2014;7;MCF  Msj Con Familiar;8367.66;2011;0
<=10;<=24;Febrero;2732.76;2757.11;2755.22;17/02/2014;13;MCF  Msj Con Familiar;9580.59;2013;1
<=10;<=24;Febrero;1512.3;0;0;19/02/2014;7;PAR  Promesa Parcial;8924.91;2013;1
>10;<24, 48];Febrero;708.13;659.77;208.33;11/02/2014;14;MCF  Msj Con Familiar;7211.37;2010;0
>10;>48;Febrero;224.97;100.54;326.14;10/02/2014;18;MCF  Msj Con Familiar;4694.68;2012;0
<=10;<24, 48];Febrero;330.32;0;0;11/02/2014;17;PDP  Promesa De Pago;5702.27;2013;1
<=10;<=24;Febrero;847.68;0;0;10/02/2014;11;PAR  Promesa Parcial;848.13;2013;1
>10;>48;Febrero;464.27;467.04;469.12;4/02/2014;9;MCT  Msj Con Terceros;8975.97;2011;0
>10;>48;Febrero;114.47;39.42;90.75;19/02/2014;9;MCT  Msj Con Terceros;9577.01;2011;0
<=10;<=24;Febrero;164.55;0;0;5/02/2014;14;TAT  Tratamiento al Titu;1435.83;2012;0
<=10;<=24;Febrero;353.86;549.69;262.05;20/02/2014;12;MCT  Msj Con Terceros;14767;2013;0
>10;>48;Febrero;885.63;0;0;4/02/2014;12;PDP  Promesa De Pago;18649.4;2012;0
>10;>48;Febrero;707.47;1478.6;651.35;20/02/2014;17;MCT  Msj Con Terceros;40970.7;2011;0
<=10;<24, 48];Febrero;226.31;226.31;227.05;18/02/2014;9;TELF. NO CORRESPONDE;4285.14;2013;0
<=10;<=24;Febrero;619.6;1243.52;1875.48;12/02/2014;10;MCT  Msj Con Terceros;5032.1;2013;0
>10;>48;Febrero;1112;0;0;19/02/2014;16;TELF. NO CORRESPONDE;5492.11;2011;1
<=10;<24, 48];Febrero;100;363.6;363.6;13/02/2014;19;PDP  Promesa De Pago;8650.55;2013;0
<=10;>48;Febrero;2360.3;0;0;28/02/2014;11;MCT  Msj Con Terceros;44067.8;2013;1
<=10;<24, 48];Febrero;446.41;0;0;5/02/2014;17;TAT sin contacto con Titular;13208.3;2013;0
>10;<24, 48];Febrero;328.91;328.99;329.31;4/02/2014;8;TELF. NO CORRESPONDE;7243.17;2012;0
<=10;<=24;Febrero;325.62;0;0;5/02/2014;8;PDP  Promesa De Pago;5052.07;2013;0
>10;<24, 48];Febrero;42.17;0;47.65;3/02/2014;16;MCT  Msj Con Terceros;3627.62;2012;0
>10;<24, 48];Febrero;1374.82;1418.2;824.22;10/02/2014;8;PDP  Promesa De Pago;30056.5;2011;0
<=10;<=24;Febrero;1040.92;400.41;0;3/02/2014;13;MCT  Msj Con Terceros;1041.47;2013;1
>10;>48;Febrero;622.94;1273.48;651.72;20/02/2014;7;MCT  Msj Con Terceros;15706.9;2012;0
<=10;<24, 48];Febrero;247.59;249.08;0;21/02/2014;7;PDP  Promesa De Pago;4717.19;2013;0
<=10;<24, 48];Febrero;266.7;0;364.41;5/02/2014;7;MCT  Msj Con Terceros;7350.91;2013;0
<=10;<24, 48];Febrero;491.45;0;0;13/02/2014;9;MCT  Msj Con Terceros;11209.5;2013;0
<=10;<24, 48];Febrero;270.93;0;0;3/02/2014;15;PDP  Promesa De Pago;8093.83;2011;0
