ID.Cliente;Genero;Mayor65años;Socio;Dependientes;MultipleLineas;Internet;SeguridadOnline;Backup;ProteccionDispositivo;No.servicio.Internet;TVPago;PeliculasStreaming;TerminoContrato;FactElectronica;MetodoPago;CargoMensual;ImporteTotal;pemanencia;ServicioTel;Churn
4648-YPBTM;Masculino;0;No;No;Si;DSL;No;Si;Si;Si;No;Si;Dos años;Si;TransfBanca (automatica);73.9;3958.25;NA;Si;No
2907-ILJBN;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque fisico;20.6;233.9;NA;Si;No
6345-FZOQH;Masculino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;19.9;1363.45;69;Si;No
3376-BMGFE;Femenino;0;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;TransfBanca (automatica);70.9;273;4;Si;Si
5997-OPVFA;Masculino;0;Si;No;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);89.05;6254.45;72;Si;No
3445-HXXGF;Masculino;1;Si;No;No servicio tel;DSL;No;Si;Si;No;No;Si;Mes a mes;Si;Cheque electronico;45.3;2651.2;58;No;Si
1159-WFSGR;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque electronico;20.4;321.4;16;Si;No
7654-YWJUF;Masculino;0;Si;No;No;Fibra Optica;Si;No;Si;Si;No;No;Un año;Si;TransfBanca (automatica);84.25;3539.25;43;Si;No
1875-QIVME;Femenino;0;Si;No;Si;Fibra Optica;No;No;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;104.4;242.8;NA;NA;Si
6727-IOTLZ;Masculino;0;Si;No;No;DSL;No;Si;Si;Si;Si;Si;Dos años;No;Cheque fisico;81.95;1181.75;14;Si;No
0691-JVSYA;Femenino;0;Si;No;No;Fibra Optica;No;No;Si;No;Si;Si;Un año;Si;TransfBanca (automatica);94.85;5000.2;53;Si;Si
5918-VUKWP;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;TransfBanca (automatica);20.55;654.55;32;Si;No
1744-JHKYS;Femenino;0;Si;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque electronico;24.7;780.2;34;Si;No
2656-FMOKZ;Femenino;1;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque fisico;74.45;1145.7;15;Si;Si
2070-FNEXE;Femenino;1;No;No;No;Fibra Optica;Si;No;No;No;No;No;Mes a mes;No;TransfBanca (automatica);NA;503.6;7;Si;Si
5947-SGKCL;Femenino;0;Si;Si;Si;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;TransfBanca (automatica);105.35;1559.25;15;Si;No
3712-PKXZA;Masculino;0;Si;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;TarjetaCredito (automatico);20.55;1252;61;Si;No
6317-YPKDH;Femenino;0;No;No;No servicio tel;DSL;No;Si;No;No;No;No;Mes a mes;No;TransfBanca (automatica);29.95;29.95;1;NA;Si
6582-OIVSP;Femenino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;45.3;45.3;1;Si;No
9367-WXLCH;Masculino;0;No;No;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;No;TransfBanca (automatica);84.5;662.65;8;NA;Si
5524-KHNJP;Masculino;0;Si;Si;No;DSL;Si;No;Si;No;Si;Si;Un año;No;TarjetaCredito (automatico);74.75;2453.3;33;Si;No
1918-ZBFQJ;Femenino;0;No;No;No;Fibra Optica;No;Si;Si;No;No;No;Mes a mes;Si;Cheque electronico;79.25;1111.65;13;Si;Si
1024-GUALD;Femenino;0;Si;No;No servicio tel;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;24.8;24.8;NA;No;Si
4827-USJHP;Masculino;0;No;No;No;DSL;No;Si;No;No;No;No;Mes a mes;Si;Cheque fisico;51.8;1023.85;20;Si;No
8167-GJLRN;Masculino;0;No;No;No servicio tel;DSL;No;No;No;Si;No;No;Mes a mes;No;Cheque electronico;30.4;82.15;3;No;No
0956-SYCWG;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque electronico;19.65;244.8;13;Si;No
8017-UVSZU;Femenino;0;Si;No;Si;DSL;No;Si;No;No;No;No;Mes a mes;No;TarjetaCredito (automatico);56.6;2379.1;40;NA;No
7100-FQPRV;Masculino;0;Si;Si;Si;DSL;Si;No;No;Si;No;Si;Un año;Si;TarjetaCredito (automatico);71.9;3173.35;43;Si;No
2472-OVKUP;Masculino;0;Si;No;No;Fibra Optica;No;Si;Si;No;No;Si;Mes a mes;Si;Cheque electronico;91;NA;6;NA;Si
2984-RGEYA;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);19.75;NA;69;Si;No
9680-NIAUV;Femenino;0;Si;Si;Si;Fibra Optica;Si;Si;Si;No;Si;Si;Dos años;No;TarjetaCredito (automatico);109.7;8129.3;72;Si;No
2146-EGVDT;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);19.3;1192.7;59;Si;No
2604-IJPDU;Femenino;0;Si;No;No;Fibra Optica;Si;Si;No;Si;Si;No;Mes a mes;Si;Cheque electronico;96.55;1901.65;20;Si;No
9178-JHUVJ;Masculino;0;Si;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TransfBanca (automatica);24.1;587.4;24;Si;No
6168-YBYNP;Masculino;0;No;No;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;111.35;6519.75;59;NA;No
7255-SSFBC;Masculino;0;Si;Si;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);112.25;8041.65;72;NA;No
3645-DEYGF;Masculino;0;No;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.75;20.75;1;NA;No
9323-HGFWY;Femenino;0;Si;No;No;Fibra Optica;Si;No;No;Si;Si;Si;Un año;Si;TarjetaCredito (automatico);101.9;2681.15;27;Si;No
8544-GOQSH;Femenino;0;No;No;No;Fibra Optica;No;Si;No;Si;No;No;Mes a mes;Si;TarjetaCredito (automatico);80.05;NA;14;Si;No
3363-DTIVD;Masculino;0;Si;Si;Si;Fibra Optica;Si;No;Si;No;Si;Si;Dos años;No;Cheque electronico;105.55;NA;71;Si;No
7018-WBJNK;Masculino;0;No;Si;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;TarjetaCredito (automatico);78.3;1033.95;13;Si;No
9142-KZXOP;Masculino;0;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;TarjetaCredito (automatico);68.85;2958.95;44;Si;No
7674-YTAFD;Femenino;0;No;No;No;Fibra Optica;No;Si;No;Si;No;No;Un año;Si;TransfBanca (automatica);79.95;2684.85;33;Si;No
6348-SNFUS;Masculino;0;Si;Si;No servicio tel;DSL;Si;Si;Si;Si;No;Si;Dos años;Si;TarjetaCredito (automatico);55.45;4179.2;72;No;No
1285-OKIPP;Masculino;0;No;No;No;Fibra Optica;No;No;No;No;No;Si;Mes a mes;No;Cheque electronico;79.9;79.9;1;NA;Si
7825-ECJRF;Femenino;0;No;No;No;Fibra Optica;Si;No;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;106.6;1934.45;19;Si;Si
1347-KTTTA;Masculino;0;Si;No;No;Fibra Optica;No;Si;Si;Si;Si;Si;Un año;Si;TarjetaCredito (automatico);102.45;6654.1;64;Si;No
7841-TZDMQ;Masculino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);46;84.5;2;Si;Si
4195-NZGTA;Femenino;0;No;No;No servicio tel;DSL;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;25.25;25.25;1;No;No
7157-SMCFK;Masculino;0;No;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;NA;1124.2;61;Si;No
4709-LKHYG;Femenino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;No;Cheque electronico;20;540.05;29;Si;No
2504-DSHIH;Masculino;1;Si;No;Si;Fibra Optica;No;No;No;No;No;Si;Mes a mes;No;Cheque electronico;86.8;1975.85;23;Si;No
0699-NDKJM;Femenino;0;Si;No;No servicio tel;DSL;Si;Si;Si;No;Si;Si;Mes a mes;Si;TransfBanca (automatica);58.75;3437.45;57;No;No
9286-BHDQG;Masculino;0;Si;Si;No servicio tel;DSL;Si;Si;Si;Si;No;No;Dos años;No;TarjetaCredito (automatico);45.25;3139.8;72;No;No
0230-WEQUW;Masculino;0;Si;No;No servicio tel;DSL;Si;Si;Si;Si;Si;No;Dos años;Si;TransfBanca (automatica);56.6;3789.2;66;No;No
2040-LDIWQ;Masculino;0;Si;Si;Si;DSL;No;Si;Si;Si;Si;Si;Dos años;Si;TransfBanca (automatica);84.2;NA;65;Si;No
6496-JDSSB;Femenino;0;No;No;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;TransfBanca (automatica);80;624.6;8;Si;No
9408-SSNVZ;Femenino;0;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;70.15;268.35;4;Si;Si
4443-EMBNA;Femenino;0;Si;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);24.75;1836.9;71;Si;No
6469-MRVET;Masculino;0;Si;Si;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;Cheque electronico;NA;20.2;1;Si;No
0742-MOABM;Masculino;0;Si;No;No;DSL;No;No;No;Si;No;No;Mes a mes;No;Cheque fisico;50.05;179.35;4;Si;Si
5961-VUSRV;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Un año;Si;TransfBanca (automatica);19.35;219.35;12;Si;No
6778-JFCMK;Masculino;0;No;No;No servicio tel;DSL;Si;No;No;No;Si;Si;Un año;Si;Cheque fisico;50.6;1288.75;24;No;No
6341-JVQGF;Femenino;0;Si;Si;No;DSL;Si;No;Si;Si;Si;Si;Un año;Si;Cheque fisico;81.15;2545.75;31;Si;No
2232-DMLXU;Femenino;0;Si;No;No;DSL;No;No;No;No;Si;No;Mes a mes;No;Cheque fisico;55.2;55.2;1;Si;Si
4811-JBUVU;Masculino;0;No;No;Si;Fibra Optica;No;No;No;Si;No;Si;Mes a mes;Si;TarjetaCredito (automatico);89.9;2723.15;30;Si;No
0945-TSONX;Femenino;0;Si;Si;Si;DSL;Si;Si;No;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);85.3;4107.25;47;Si;No
2651-ZCBXV;Masculino;0;No;No;Si;Fibra Optica;Si;Si;No;Si;Si;Si;Dos años;Si;TarjetaCredito (automatico);NA;5760.65;54;Si;No
3316-UWXUY;Masculino;0;No;No;No;Fibra Optica;Si;Si;No;Si;No;Si;Mes a mes;Si;TarjetaCredito (automatico);93.5;4747.5;50;Si;No
8937-RDTHP;Masculino;0;No;No;No;Fibra Optica;Si;No;No;No;No;Si;Mes a mes;Si;Cheque fisico;84.6;84.6;1;Si;Si
7083-MIOPC;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TarjetaCredito (automatico);NA;1566.9;72;Si;No
1984-GPTEH;Femenino;0;No;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque electronico;25.15;NA;29;Si;No
1251-KRREG;Masculino;0;No;No;Si;DSL;No;Si;No;No;No;No;Mes a mes;Si;Cheque fisico;54.4;114.1;2;Si;Si
0621-JFHOL;Femenino;0;No;No;No servicio tel;DSL;No;No;No;Si;No;No;Dos años;Si;Cheque fisico;29.6;299.05;10;No;No
9903-LYSAB;Masculino;0;Si;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;73.15;1305.95;NA;NA;No
0094-OIFMO;Femenino;1;No;No;No;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;Si;Cheque electronico;NA;1120.3;11;NA;Si
9227-UAQFT;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;19.75;284.35;16;Si;No
7301-ABVAD;Femenino;0;No;No;Si;DSL;No;Si;Si;Si;Si;Si;Dos años;No;TransfBanca (automatica);86.6;NA;72;Si;No
6614-FHDBO;Masculino;0;No;No;Si;Fibra Optica;No;Si;Si;Si;Si;Si;Dos años;No;TransfBanca (automatica);109.2;NA;72;NA;No
7576-ASEJU;Femenino;0;Si;Si;No;DSL;Si;No;No;Si;Si;Si;Un año;Si;TarjetaCredito (automatico);74.7;3187.65;41;Si;No
9058-HRZSV;Femenino;1;Si;No;No;Fibra Optica;Si;Si;Si;No;No;Si;Mes a mes;No;Cheque electronico;94.4;6126.15;65;Si;No
4522-AKYLR;Femenino;1;No;No;No;DSL;No;Si;Si;No;No;No;Mes a mes;Si;Cheque electronico;54.8;731.3;13;Si;No
0221-WMXNQ;Masculino;1;No;No;No;Fibra Optica;Si;No;No;No;No;No;Mes a mes;No;Cheque electronico;75.35;NA;4;Si;No
0303-UNCIP;Masculino;0;No;No;Si;DSL;No;No;Si;No;No;Si;Un año;No;Cheque fisico;65;2531.8;41;Si;No
9947-OTFQU;Masculino;1;No;No;No;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;74.4;1074.3;15;Si;Si
0322-YINQP;Masculino;0;No;No;No;DSL;Si;No;No;No;No;No;Mes a mes;Si;Cheque fisico;48.55;48.55;1;Si;Si
0959-WHOKV;Masculino;0;No;No;Si;Fibra Optica;Si;Si;Si;No;No;Si;Un año;Si;Cheque electronico;99;4298.45;NA;Si;No
4075-JFPGR;Femenino;0;Si;No;No;Fibra Optica;Si;Si;Si;No;Si;No;Un año;Si;Cheque electronico;93.5;NA;51;Si;No
4629-NRXKX;Femenino;0;Si;Si;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;NA;147.15;2;Si;Si
9514-JDSKI;Masculino;1;Si;No;No servicio tel;DSL;No;Si;No;No;Si;No;Mes a mes;No;Cheque electronico;40.2;40.2;1;No;Si
3282-ZISZV;Masculino;0;No;Si;Si;DSL;No;Si;Si;Si;Si;Si;Un año;No;TarjetaCredito (automatico);83.7;2633.3;32;Si;No
3675-YDUPJ;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;Cheque fisico;19.85;193.05;10;Si;No
4111-BNXIF;Femenino;0;Si;Si;No servicio tel;DSL;No;Si;Si;Si;Si;Si;Dos años;Si;Cheque electronico;59.55;4103.9;NA;No;No
7017-VFHAY;Femenino;0;Si;Si;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);115.1;7008.15;61;Si;No
6655-LHBYW;Masculino;0;No;No;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Un año;No;TarjetaCredito (automatico);114.35;5791.1;50;Si;No
4959-JOSRX;Femenino;0;Si;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);NA;80.55;2;NA;Si
5046-NUHWD;Femenino;1;Si;No;No servicio tel;DSL;Si;No;Si;No;No;Si;Mes a mes;Si;Cheque electronico;45;1228.65;29;No;No
7273-TEFQD;Masculino;1;No;No;No servicio tel;DSL;No;No;Si;No;No;Si;Mes a mes;Si;Cheque electronico;NA;132.2;3;No;Si
3606-TWKGI;Masculino;1;No;No;Si;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;106.9;1364.3;NA;Si;Si
7529-ZDFXI;Masculino;1;Si;No;Si;Fibra Optica;No;Si;No;No;No;Si;Mes a mes;Si;Cheque electronico;89.85;4925.35;NA;Si;No
7605-BDWDC;Femenino;0;No;No;No servicio tel;DSL;Si;Si;No;Si;No;Si;Dos años;Si;TransfBanca (automatica);49.85;1520.1;31;No;No
1950-KSVVJ;Femenino;0;Si;No;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Un año;No;Cheque fisico;113.3;5032.25;45;NA;No
0123-CRBRT;Femenino;0;Si;Si;Si;DSL;Si;Si;Si;Si;Si;Si;Dos años;No;Cheque fisico;88.1;5526.75;61;Si;No
6292-TOSSS;Masculino;0;No;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;TransfBanca (automatica);24.9;1195.25;50;Si;No
3197-ARFOY;Femenino;1;No;No;No;Fibra Optica;Si;Si;No;Si;Si;Si;Mes a mes;Si;Cheque fisico;105;2007.25;19;Si;No
6323-AYBRX;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;19.35;1099.6;59;Si;Si
7014-ZZXAW;Femenino;0;Si;No;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TarjetaCredito (automatico);24.25;1732.95;71;Si;No
4385-GZQXV;Femenino;1;No;No;No;Fibra Optica;No;No;No;Si;Si;Si;Mes a mes;Si;Cheque electronico;94.45;1511.2;16;Si;Si
7633-MVPUY;Masculino;0;Si;No;No;DSL;Si;Si;No;Si;No;No;Dos años;Si;Cheque electronico;59.75;3450.15;57;Si;No
6366-ZGQGL;Masculino;0;No;No;No servicio tel;DSL;No;No;No;No;No;No;Mes a mes;No;TransfBanca (automatica);24.8;24.8;1;No;Si
4716-HHKQH;Masculino;1;Si;No;Si;Fibra Optica;No;Si;No;Si;Si;Si;Mes a mes;No;Cheque electronico;107.05;2172.05;20;Si;No
5940-AHUHD;Masculino;0;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque fisico;70.6;70.6;NA;Si;Si
6432-TWQLB;Masculino;0;Si;No;Si;Fibra Optica;No;Si;No;Si;No;No;Mes a mes;Si;Cheque electronico;85.4;401.1;5;NA;Si
4484-GLZOU;Femenino;0;Si;No;Si;Fibra Optica;No;Si;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;NA;5624.85;52;Si;Si
3179-GBRWV;Masculino;1;Si;No;No;DSL;Si;Si;No;No;No;Si;Mes a mes;Si;TransfBanca (automatica);64.95;NA;21;Si;No
8645-KWHJO;Masculino;0;No;No;No servicio tel;DSL;No;No;Si;Si;Si;Si;Mes a mes;Si;Cheque electronico;55;771.95;14;No;No
4130-MZLCC;Femenino;0;No;No;No;DSL;No;Si;No;No;No;No;Mes a mes;No;TransfBanca (automatica);50.55;NA;5;Si;No
0314-TKOSI;Femenino;0;No;No;No;DSL;Si;Si;No;No;No;No;Mes a mes;No;Cheque fisico;55.15;322.9;6;Si;No
8229-MYEJZ;Femenino;0;No;No;No;DSL;No;Si;No;No;No;No;Mes a mes;No;Cheque electronico;51.2;498.25;10;Si;No
2080-SRCDE;Femenino;0;No;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;NA;25.4;1;Si;No
9577-WJVCQ;Femenino;0;No;No;Si;DSL;Si;No;No;No;No;No;Mes a mes;No;Cheque fisico;54.45;3687.75;68;Si;No
9512-UIBFX;Masculino;0;Si;Si;No;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;No;Cheque fisico;95.15;1779.95;18;Si;Si
6202-DYYFX;Femenino;0;No;No;Si;Fibra Optica;No;No;No;No;No;No;Un año;Si;TarjetaCredito (automatico);76;1783.6;NA;Si;No
3808-HFKDE;Femenino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;44.35;927.15;20;Si;No
5583-SXDAG;Masculino;0;Si;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;No;Cheque electronico;NA;70;1;Si;Si
3488-PGMQJ;Masculino;1;No;No;No;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque electronico;74.5;606.55;NA;NA;Si
3580-REOAC;Masculino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;TarjetaCredito (automatico);44.85;435.4;10;Si;Si
7534-BFESC;Masculino;1;No;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;NA;1712.7;24;Si;Si
3727-OWVYD;Masculino;0;No;No;No;DSL;Si;Si;Si;No;No;No;Un año;No;Cheque fisico;61.2;2021.2;35;Si;No
2294-SALNE;Masculino;0;Si;Si;No;Fibra Optica;No;Si;Si;Si;No;No;Un año;No;Cheque fisico;86.8;1940.8;23;Si;No
4847-TAJYI;Femenino;1;No;No;No;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;89.35;NA;6;NA;No
1563-IWQEX;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;19.7;220.35;12;Si;No
8203-XJZRC;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;No;Cheque fisico;20.25;20.25;1;Si;No
6556-DBKZF;Femenino;0;Si;Si;No;Fibra Optica;No;No;Si;No;No;No;Dos años;No;Cheque electronico;NA;5436.45;71;Si;No
6851-WEFYX;Masculino;1;Si;No;Si;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;100.8;3437.5;35;Si;No
2985-JUUBZ;Masculino;0;Si;Si;Si;DSL;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;74.55;3015.75;40;Si;No
6390-DSAZX;Femenino;0;No;Si;No;Fibra Optica;Si;No;No;No;No;No;Mes a mes;Si;Cheque fisico;73.6;73.6;1;Si;Si
0895-LMRSF;Masculino;0;No;No;No;DSL;No;No;No;No;Si;Si;Un año;Si;TransfBanca (automatica);64.9;1509.8;23;Si;No
8098-LLAZX;Femenino;1;No;No;Si;Fibra Optica;No;No;No;No;Si;Si;Mes a mes;Si;Cheque electronico;95.45;396.1;4;Si;Si
8266-VBFQL;Masculino;0;No;No;No;Fibra Optica;No;No;Si;Si;No;Si;Mes a mes;Si;Cheque electronico;90.4;356.65;4;Si;No
8181-YHCMF;Femenino;0;Si;Si;No servicio tel;DSL;No;Si;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);60.3;4109;68;No;No
2240-HSJQD;Masculino;0;No;Si;Si;Fibra Optica;No;Si;No;No;No;No;Mes a mes;Si;Cheque fisico;81.85;3141.7;38;Si;No
1248-DYXUB;Masculino;0;Si;Si;Si;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;No;Cheque fisico;24.8;1229.1;52;Si;No
0265-EDXBD;Masculino;1;Si;No;Si;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;74.9;2303.35;NA;Si;Si
4115-BNPJY;Masculino;0;Si;Si;No;DSL;No;No;Si;Si;Si;Si;Dos años;No;Cheque fisico;75.55;2054.4;29;Si;No
3167-SNQPL;Masculino;1;Si;Si;Si;Fibra Optica;No;Si;No;No;Si;Si;Mes a mes;No;Cheque electronico;101.15;3741.85;38;Si;No
4091-TVOCN;Masculino;0;No;Si;Si;DSL;Si;No;Si;No;Si;Si;Un año;Si;TarjetaCredito (automatico);78.75;3682.45;48;Si;No
1098-TDVUQ;Femenino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Mes a mes;Si;TransfBanca (automatica);19.25;19.25;1;Si;No
7277-OZCGZ;Femenino;0;No;No;No;Fibra Optica;Si;No;No;Si;No;Si;Mes a mes;Si;Cheque electronico;NA;1886.25;22;Si;No
1557-EMYVT;Femenino;0;No;No;Si;Fibra Optica;Si;Si;Si;Si;Si;Si;Dos años;No;TarjetaCredito (automatico);115.05;4895.1;43;Si;No
2799-ARNLO;Femenino;1;Si;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;69.35;341.6;5;Si;No
7563-BIUPC;Masculino;0;No;No;No;Fibra Optica;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;80.6;415.55;5;Si;Si
5027-YOCXN;Masculino;0;Si;Si;Si;Fibra Optica;Si;Si;No;Si;Si;Si;Un año;No;TarjetaCredito (automatico);110.05;5686.4;51;Si;No
3973-SKMLN;Masculino;0;No;No;No;No;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;No servicio Internet;Dos años;Si;TarjetaCredito (automatico);19.9;1355.1;71;Si;No
2321-OMBXY;Femenino;0;Si;Si;No;DSL;Si;Si;No;Si;Si;Si;Un año;No;TarjetaCredito (automatico);80.3;3058.65;38;Si;Si
2840-XANRC;Masculino;1;Si;No;No;Fibra Optica;No;No;Si;No;Si;Si;Mes a mes;Si;Cheque electronico;93.15;2231.05;24;Si;Si
6745-JEFZB;Masculino;0;Si;No;Si;Fibra Optica;No;No;No;Si;Si;No;Mes a mes;Si;TarjetaCredito (automatico);91.5;3236.35;35;Si;No
5020-ZSTTY;Femenino;1;No;No;Si;DSL;Si;Si;No;Si;Si;Si;Un año;No;TransfBanca (automatica);82.45;4350.1;54;NA;Si
9880-TDQAC;Femenino;0;Si;Si;No servicio tel;DSL;No;Si;Si;Si;Si;Si;Dos años;Si;Cheque electronico;60;4264;72;No;No
8705-WZCYL;Masculino;0;No;No;No;DSL;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;44.8;44.8;1;Si;No
7102-JJVTX;Femenino;0;Si;Si;No;DSL;Si;No;No;No;No;No;Un año;No;Cheque fisico;48.6;422.3;9;Si;No
8626-PTQGE;Masculino;0;No;No;No servicio tel;DSL;Si;Si;No;Si;Si;Si;Dos años;Si;TransfBanca (automatica);NA;4176.7;69;No;No
4983-CLMLV;Femenino;0;Si;No;Si;Fibra Optica;No;Si;No;Si;Si;Si;Mes a mes;Si;TarjetaCredito (automatico);102.7;5138.1;52;Si;No
5701-YVSVF;Femenino;1;Si;No;No;Fibra Optica;No;No;No;Si;Si;No;Mes a mes;Si;Cheque electronico;82.9;880.05;11;Si;No
5804-LEPIM;Femenino;1;No;No;No;Fibra Optica;No;No;No;No;No;No;Mes a mes;Si;Cheque electronico;70.35;139.05;2;Si;Si
5697-GOMBF;Femenino;1;Si;Si;No servicio tel;DSL;No;No;No;No;Si;No;Mes a mes;Si;Cheque electronico;35.9;973.65;28;No;No
