"","ID","Edad","Experiencia","Ingreso","Postal","Familia","credito","educacion","cuenta.de.ahorros","servicios.online","Mora"
"2448",1248,52,28,39,94606,2,0.8,1,0,1,0
"2449",2124,28,2,9,95014,1,0.1,2,0,1,0
"2450",942,38,13,129,92093,4,4.4,1,0,0,0
"2451",864,54,30,70,90095,1,1.6,3,0,0,0
"2452",456,30,4,60,91107,4,2.2,2,1,1,0
"2453",3174,34,10,35,94309,1,1.7,1,0,1,0
"2455",4386,56,32,23,94610,1,1.2,3,0,1,1
"2456",3654,52,27,32,92521,2,2,2,0,0,1
"2457",1118,42,18,145,94709,1,1.7,1,0,1,1
"2459",598,24,-2,125,92835,2,7.2,1,0,0,1
"2460",4947,51,26,42,93118,1,1.3,2,0,1,0
"2461",4026,51,27,53,94114,1,1.8,3,1,0,1
"2463",3662,29,4,120,94553,1,4.1,2,0,0,1
"2464",4214,49,25,39,91125,3,1.9,2,0,0,0
"2466",3007,62,37,169,95014,3,5,2,0,1,1
"2467",3064,54,29,21,95841,4,0.1,3,0,0,0
"2468",4236,27,1,91,92173,2,0.2,1,0,1,0
"2469",704,41,17,141,94022,2,7.6,1,0,0,0
"2471",2455,54,29,23,93955,1,1.5,2,0,0,0
"2472",1595,37,12,93,90025,1,2.8,1,0,1,0
"2473",320,65,39,20,90034,3,0.7,2,0,0,1
"2474",3824,49,25,44,94708,4,0.9,2,0,1,0
"2476",1825,49,23,194,94022,4,8.3,2,0,0,1
"2478",4277,50,24,155,92717,1,7.3,1,0,1,1
"2479",3973,29,5,112,94998,2,4.33,1,0,1,1
"2480",2579,45,21,164,90638,1,5,1,0,0,1
"2481",4272,25,1,150,92507,1,6.33,1,0,0,0
"2483",30,38,13,119,94104,1,3.3,2,1,1,1
"2485",1449,41,16,49,92122,3,0.5,3,0,1,0
"2486",2432,56,31,54,91380,4,2.1,1,1,1,0
"2487",4917,29,5,123,90291,2,0.6,1,0,1,0
"2488",1944,49,23,39,95521,4,2.6,1,0,0,0
"2489",3131,23,-2,82,92152,2,1.8,2,1,0,1
"2491",2953,33,8,182,94065,1,8.6,1,1,0,0
"2493",4249,58,33,138,90720,2,3.9,1,0,1,0
"2494",3648,41,14,32,91605,3,1,2,1,0,1
"2495",2720,47,21,53,95929,1,1.5,2,0,1,0
"2496",4807,62,37,39,93117,3,1.5,1,0,1,0
"2497",4078,26,0,71,92093,4,1.8,2,0,1,0
"2498",3609,59,35,202,94025,1,4.7,1,0,0,0
"2500",1520,63,38,22,92115,3,0.1,3,0,1,0
"2501",1093,25,1,70,92120,4,2.6,1,0,1,0
"2502",328,58,32,114,91330,2,2,1,0,1,0
"2503",3474,59,34,52,92173,4,0.7,1,0,0,0
"2504",1231,27,1,25,94920,4,0.3,2,0,1,1
"2505",2716,42,18,54,90089,1,1.8,1,0,1,0
"2506",3767,59,35,108,90245,4,3.8,2,0,1,0
"2507",3758,45,21,142,91101,1,1.4,2,0,1,0
"2509",2801,52,26,28,93907,2,0.7,2,0,1,1
"2510",2915,42,18,42,95929,2,1.7,1,0,1,0
"2511",4671,52,26,194,94305,1,1.7,1,1,1,0
"2512",1885,57,33,163,94132,1,7.4,1,0,1,0
"2513",439,58,32,113,93943,2,3.8,2,0,1,1
"2514",4119,40,16,34,93561,1,0.7,1,0,1,1
"2515",3239,52,28,49,94928,4,1.1,2,0,1,0
"2517",780,53,28,192,94304,2,6.4,3,0,0,0
"2518",3145,43,18,104,91711,3,1,1,0,1,0
"2519",4402,60,35,42,91902,3,1.5,1,0,0,1
"2520",1908,42,18,115,93711,1,0.3,1,0,0,0
"2521",4487,44,19,48,92735,3,0.8,3,0,0,1
"2523",4816,58,32,99,92697,2,1.4,1,0,0,1
"2524",4160,45,20,70,94305,4,1.9,3,0,1,1
"2525",1073,54,24,75,90089,2,4.5,3,0,0,0
"2526",1303,42,16,38,94087,3,0.9,3,0,0,0
"2527",2971,54,30,121,95039,2,1.1,3,0,0,0
"2528",2872,65,39,82,94131,4,2.4,3,0,1,0
"2530",2220,52,22,58,93101,4,2,3,0,1,0
"2533",3721,63,39,131,92521,3,2.6,3,0,1,0
"2535",3941,41,17,53,93727,2,2.5,1,0,1,0
"2536",4150,41,15,53,93106,1,0.7,3,1,1,0
"2537",2023,33,3,71,93561,4,1.8,3,0,0,0
"2538",4076,30,4,40,90601,4,0.8,1,0,1,0
"2540",2254,59,35,25,95827,2,0.3,1,1,1,0
"2541",3814,62,37,19,91343,3,1.3,2,0,1,0
"2542",4173,67,42,75,90041,4,0.1,2,0,1,0
"2543",1148,37,13,111,91367,1,0.8,2,1,0,0
"2544",2898,28,2,34,92161,4,1.3,3,0,0,0
"2546",2291,38,13,78,91942,4,0.7,3,0,1,0
"2548",341,59,34,91,93524,1,2.6,1,0,1,1
"2549",3566,40,15,43,92120,2,1.1,2,0,0,1
"2550",347,44,19,50,90745,3,2.7,2,0,1,0
"2552",4378,33,8,145,92507,1,2.7,3,1,1,0
"2553",3496,32,8,44,91401,1,1.8,2,0,1,0
"2554",1194,58,32,81,92121,3,1.7,2,0,1,1
"2557",1599,40,15,85,94550,2,0.4,1,0,0,0
"2558",3561,31,5,65,94591,4,2.2,2,0,1,0
"2559",2669,60,35,113,94507,1,0.9,1,0,1,0
"2560",79,54,30,133,93305,2,2.6,3,0,0,0
"2561",217,27,3,125,95521,2,0.6,1,0,0,0
"2562",1205,26,1,190,91604,4,1.3,2,0,1,0
"2563",669,66,41,18,94010,3,0.5,1,1,0,0
"2564",2910,35,8,44,94590,2,1.67,2,1,0,1
"2565",70,53,29,20,90045,4,0.2,1,0,1,0
"2566",1615,47,23,89,94920,1,2.6,2,0,1,1
"2567",3567,57,33,80,92064,2,2.8,1,0,1,1
"2568",2507,66,42,39,94590,1,1.9,2,0,1,1
"2570",770,33,6,78,90250,4,2,2,0,1,0
"2572",2559,43,19,172,95136,2,6.67,1,0,1,0
"2573",4541,56,32,64,90210,4,1.5,1,1,1,0
"2574",3532,38,12,58,94542,3,0.9,3,0,0,1
"2575",1950,58,34,19,90504,1,1.2,3,0,0,0
"2576",2590,64,40,123,90840,1,3.8,1,0,1,1
"2577",2279,30,4,204,91107,2,4.5,1,0,1,0
"2579",1451,59,34,80,90086,3,0.5,1,0,1,1
"2580",4007,56,32,28,92130,1,1.2,3,0,1,0
"2581",551,60,34,54,94301,3,0.3,2,0,1,1
"2582",1283,51,26,55,93955,1,1.3,2,0,0,1
"2583",3996,53,28,34,92697,2,0.6,3,0,1,1
"2584",4833,29,4,83,91950,4,2.2,2,0,1,1
"2585",143,33,9,48,91770,1,2.1,3,0,0,1
"2586",4115,52,28,52,92126,4,0.1,3,0,0,0
"2588",4037,46,21,13,93117,2,0.7,3,0,1,0
"2589",4570,47,21,49,92152,3,2.2,2,0,0,0
"2590",960,49,24,68,94143,1,0.2,2,0,0,0
"2592",4659,36,11,69,95929,4,2.1,3,0,1,1
"2594",734,49,24,80,92009,1,1.2,1,0,1,0
"2595",4809,42,16,32,90033,3,0.5,2,0,0,1
"2596",1951,36,12,38,94109,1,1.5,2,1,0,0
"2597",4406,61,35,83,91320,2,1.7,3,0,1,0
"2598",3053,54,30,75,94720,2,3.2,3,0,0,1
"2599",621,33,8,115,91129,4,2.9,2,0,1,0
"2600",4233,39,15,53,94116,1,1.8,1,0,0,0
"2601",4826,56,32,84,95014,2,1.6,1,0,1,0
"2602",1146,32,6,99,92101,2,1.5,3,0,0,1
"2603",4592,43,16,44,94577,3,1,2,0,1,0
"2604",2742,29,3,49,90266,1,1.5,1,0,0,0
"2605",3627,24,-3,28,90089,4,1,3,0,0,0
"2608",4890,58,28,58,90073,3,2,3,0,1,0
"2609",2216,28,3,193,94501,3,4,2,0,1,0
"2610",2234,59,35,39,92028,1,1.8,3,0,1,0
"2611",4420,42,17,85,93065,1,3.7,3,0,0,0
"2612",2976,57,33,43,91016,3,1.5,1,0,0,1
"2614",4415,33,8,178,94720,3,8.5,1,1,1,0
"2615",798,42,17,61,94998,3,0.5,3,0,1,0
"2616",1252,39,13,31,95120,2,0.8,3,0,0,0
"2617",3278,43,19,81,92121,2,3.2,1,0,1,0
"2618",1315,32,6,73,94305,4,2.2,2,0,0,0
"2621",1288,42,18,54,94010,4,2.2,2,0,0,0
"2622",2203,49,24,43,94709,4,1.9,3,1,1,0
"2624",4920,41,16,68,92122,3,3,1,0,1,1
"2625",3199,34,9,55,92122,4,2,2,0,0,1
"2626",3917,50,26,12,92121,1,0.2,1,0,0,0
"2627",582,28,3,55,94521,4,2.2,1,0,1,1
"2628",3523,64,40,90,94028,2,0,3,1,0,0
"2629",1988,56,31,52,94118,3,2,2,0,1,1
"2630",4063,38,14,43,95053,2,1.7,1,0,1,0
"2633",1404,32,6,51,93109,4,0.2,1,0,0,1
"2634",4035,35,11,82,94022,2,1.7,2,0,1,1
"2635",3412,63,37,118,94010,1,2,1,0,0,0
"2636",4530,27,0,40,92103,4,1,3,0,0,0
"2637",3551,40,10,19,94609,1,0.75,3,0,0,0
"2638",773,54,28,165,92093,1,4.1,3,0,1,1
"2639",955,37,12,169,91107,2,5.2,3,0,1,0
"2640",4688,58,34,48,93460,4,1.3,2,0,1,1
"2641",703,35,9,109,92709,3,4,1,1,0,0
"2642",4777,47,23,40,95123,2,2.1,3,0,1,0
"2643",3905,29,5,18,94122,1,0.4,3,0,1,1
"2644",204,58,34,65,95747,4,2.2,1,0,1,0
"2645",1190,42,17,115,92717,2,0.4,1,0,1,0
"2646",2468,40,16,83,92350,1,0.8,2,0,1,0
"2648",888,41,16,118,94720,2,3.3,1,0,1,0
"2649",4774,53,28,48,92029,2,1.9,2,0,1,0
"2650",1318,55,30,40,95521,2,2.3,3,0,1,0
"2651",2066,29,5,83,92354,3,1.5,1,0,1,1
"2652",220,56,30,61,94707,1,2.2,3,0,1,1
"2653",1624,63,38,153,90045,1,1.3,1,0,0,0
"2654",2418,25,0,53,90095,2,1.6,3,0,1,1
"2655",2864,29,5,70,93101,4,0,1,0,1,1
"2656",3160,57,33,62,92831,3,2.67,1,0,0,0
"2657",1334,62,38,99,95014,4,1.7,2,1,1,0
"2659",2779,56,31,61,92646,4,1.3,3,0,1,1
"2660",334,63,38,140,92407,1,2.5,1,0,0,0
"2661",4252,42,16,62,95064,3,0.9,3,0,1,0
"2662",991,34,10,81,94002,4,3.4,1,0,1,0
"2664",4576,53,27,115,90095,2,0.5,3,1,0,0
"2665",1255,36,12,40,91101,2,0.6,3,0,1,1
"2666",3569,30,4,194,93407,2,4.5,1,0,0,1
"2667",4804,48,24,48,92064,2,2.1,3,0,1,0
"2670",500,50,25,42,93108,3,1.7,2,0,1,0
"2671",3545,45,19,109,92037,3,1.1,1,1,0,0
"2672",512,31,5,82,94143,4,2.2,2,0,0,0
"2673",2466,58,34,25,90059,2,0.3,1,0,1,0
"2674",2867,46,22,141,90089,2,3.3,1,0,1,1
"2677",2567,30,5,42,94305,1,1,1,0,0,0
"2678",187,48,23,45,95616,1,0.3,1,0,1,1
"2679",2064,56,30,32,94080,2,0.4,3,0,1,0
"2682",4442,62,36,75,92709,2,1.7,3,0,0,0
"2683",1394,62,37,55,95039,3,0.9,3,0,1,0
"2684",3313,47,22,190,94550,2,8.8,1,0,0,0
"2685",333,59,33,42,95630,1,0.8,2,0,1,0
"2687",4162,32,8,61,94703,3,2.6,2,0,0,0
"2688",4308,45,19,128,94928,4,6,3,0,1,0
"2690",3282,51,25,62,95014,2,1.5,2,0,1,1
"2691",301,34,9,70,92843,4,1.3,1,0,0,0
"2692",2889,55,28,39,94542,3,1,2,0,1,1
"2695",3711,49,22,23,90032,2,1,2,0,1,1
"2696",4310,34,8,188,94025,1,2.9,3,0,1,0
"2697",2309,39,13,58,94590,2,2.4,2,0,1,0
"2698",3432,64,38,63,94305,2,1.7,3,0,1,0
"2699",4711,41,17,71,92182,3,0.3,3,0,0,1
"2700",1480,28,4,43,91304,1,1,3,0,0,0
"2702",4609,44,19,28,91604,1,0.3,3,0,1,0
"2704",2956,54,29,44,95518,2,2.3,3,0,1,0
"2705",3828,39,14,128,93943,2,3.9,1,0,1,0
"2706",395,33,9,80,91311,4,3.4,1,0,1,1
"2707",1909,50,26,22,92037,4,0.5,2,0,1,0
"2709",2454,43,19,60,94104,3,2.1,3,0,1,0
"2710",1983,58,33,18,94701,3,0.1,2,0,1,0
"2711",4264,59,33,18,94542,2,0.2,3,0,0,0
"2712",1651,31,6,83,92131,4,2.2,2,0,1,0
"2713",2902,54,30,21,95351,1,0.1,2,0,1,0
"2715",1897,32,7,83,94304,1,2.6,2,0,0,1
"2716",2670,43,18,10,91902,2,0.1,2,0,0,1
"2717",4167,66,40,30,95133,2,0.7,3,0,0,0
"2718",4083,32,6,83,90036,4,2.2,2,0,0,0
"2721",1117,43,18,122,92056,1,7,1,0,1,1
"2723",4682,27,3,68,95503,4,0,1,1,0,1
"2724",2033,62,37,32,90266,3,0.2,1,0,0,1
"2725",1188,61,36,24,94309,1,1.5,2,0,0,0
"2726",4437,60,35,33,90095,2,0.5,2,0,1,0
"2727",447,47,23,22,93108,1,1,1,0,0,1
"2728",3701,48,22,128,94608,1,5.7,1,0,0,0
"2729",1587,59,33,50,94122,2,2.3,3,1,0,1
"2730",3009,55,25,92,94550,1,3,3,0,0,1
"2732",3274,40,15,180,90095,1,4.1,1,0,0,0
"2733",3166,63,37,140,91711,2,6.9,1,0,0,1
"2734",99,49,23,94,92374,1,0.3,1,1,1,0
"2735",393,54,29,48,91709,4,1.8,3,0,1,0
"2736",4841,33,9,18,91768,4,0.4,2,0,1,0
"2737",2854,28,3,54,94550,4,0.6,2,0,1,0
"2738",2198,60,35,34,94102,1,0.3,3,0,1,0
"2739",15,67,41,112,91741,1,2,1,0,0,0
"2740",983,58,33,52,94402,3,0.5,2,0,0,1
"2742",3544,37,11,194,94303,2,0,1,0,0,0
"2743",3408,58,32,19,90405,4,0.7,3,0,0,0
"2744",3705,36,11,184,91304,2,5.1,2,0,0,0
"2745",4142,43,19,63,94118,3,2.1,3,0,0,0
"2746",2178,31,7,108,94507,1,4,1,0,1,0
"2750",2036,36,10,29,93065,4,1,1,0,1,1
"2751",1999,56,32,103,94111,3,4,3,0,0,0
"2752",4516,29,3,49,94305,4,2.1,3,1,0,0
"2753",3604,51,25,45,92407,4,0.1,1,0,1,1
"2755",4578,63,37,80,90401,2,1.7,3,1,1,1
"2757",2288,30,6,29,92121,1,0.2,3,0,1,0
"2760",971,57,32,75,94928,2,3.7,1,0,1,0
"2761",3976,50,23,25,91330,1,0.5,2,0,1,0
"2763",2820,63,37,10,90095,2,0.4,1,0,1,0
"2764",4547,48,24,74,91109,3,0.7,1,0,1,0
"2765",2002,44,17,128,94928,2,3.25,2,0,0,1
"2766",3468,63,37,149,90840,2,0.2,3,0,1,0
"2767",1448,52,28,145,94131,2,6.8,1,0,1,0
"2769",597,48,22,152,94022,1,3.5,3,0,1,0
"2770",159,32,6,79,94720,2,1.5,3,0,1,1
"2772",1446,47,21,141,90095,1,2.4,1,0,0,0
"2773",599,56,31,11,92374,2,0.2,3,1,0,0
"2774",4393,52,27,81,92634,4,3.8,2,0,0,1
"2775",1527,36,10,80,94608,4,2.2,2,0,1,1
"2776",1138,51,26,134,90230,4,4.5,3,0,1,0
"2778",2010,25,0,99,92735,1,1.9,1,0,0,0
"2779",2857,36,10,172,94704,4,1,2,0,1,0
"2780",3608,41,15,62,90401,3,0.9,3,0,0,0
"2781",275,30,5,74,95616,4,2.2,1,0,0,1
"2782",3898,56,31,64,90245,2,2.3,3,1,0,0
"2784",3751,57,32,52,90266,3,0.5,2,0,1,0
"2786",4299,43,19,122,93106,1,0.3,1,0,1,0
"2788",4605,32,7,81,90601,2,3.4,2,0,0,1
"2789",389,54,30,100,95814,4,3.4,3,0,0,0
"2790",3111,44,20,30,95020,4,0.3,1,0,0,1
"2791",2586,51,26,70,91320,1,2.8,2,0,1,1
"2792",2925,51,26,98,90024,1,1.3,3,0,1,1
"2794",3163,33,7,28,94109,4,0.8,1,0,1,0
"2795",2365,59,35,88,94923,2,1.6,1,0,0,1
"2797",4735,63,39,64,95814,1,1.8,3,0,1,1
"2799",486,60,34,15,95014,1,0.8,2,0,1,0
"2800",2380,42,18,110,94720,2,6.1,1,0,1,0
"2801",4958,29,-1,50,95842,2,1.75,3,0,0,1
"2803",3919,60,34,65,90024,4,1.7,2,0,1,0
"2805",627,30,6,42,94305,1,0.2,3,0,0,1
"2807",4914,30,4,110,93943,1,2.9,3,0,1,0
"2809",2204,50,25,130,91320,1,0.6,1,0,0,0
"2810",4783,26,0,150,91311,2,7.2,1,1,0,1
"2812",1667,51,25,190,95138,2,4.2,2,0,1,0
"2813",3305,42,17,108,95120,3,1,1,0,1,0
"2814",3611,32,6,93,90029,3,1.6,1,1,1,0
"2815",2293,57,33,170,95051,2,2.1,2,0,0,0
"2816",2375,32,5,41,92008,2,1,2,1,1,0
"2817",2322,41,15,39,91380,3,0.5,3,0,0,0
"2818",1517,41,17,49,92130,4,2.2,2,0,0,0
"2819",2625,47,21,82,94109,3,2.1,1,0,0,0
"2820",1990,59,35,55,90274,1,1.8,3,0,0,0
"2821",4237,37,12,128,91342,2,3.9,1,0,1,1
"2822",3231,65,40,48,94708,3,2.4,1,0,0,1
"2823",4256,59,35,78,90095,2,2.8,1,0,1,0
"2826",4815,60,34,41,90064,3,2.2,3,0,0,1
"2827",2635,34,9,75,94303,1,2.8,1,0,0,0
"2828",785,48,22,98,94115,2,6.3,1,0,0,0
"2829",3236,60,35,39,91711,2,1.6,3,0,1,0
"2830",3846,26,1,54,94061,4,0.6,2,0,0,0
"2833",3722,32,6,13,91040,4,0.3,1,0,1,1
"2834",2069,61,37,13,90024,2,0.3,3,0,1,0
"2835",2017,41,17,93,92835,4,0.8,1,0,0,0
"2836",3962,48,22,145,95482,1,0.3,1,0,1,0
"2837",4912,46,22,153,94539,2,7.5,1,1,0,0
"2839",978,54,30,45,95134,4,1.1,2,0,1,0
"2840",918,45,20,200,90405,2,8.8,1,0,1,1
"2841",2917,46,20,40,92037,1,1.2,2,0,1,0
"2842",468,45,20,39,90232,1,2.4,1,0,0,1
"2843",4191,40,16,89,95814,3,3.9,2,0,1,0
"2844",4747,31,7,18,95616,1,0.4,3,0,1,0
"2845",3878,29,4,41,93105,1,1,1,0,0,0
"2847",3341,29,3,54,94104,4,1.8,3,0,0,0
"2848",4366,26,2,85,95020,2,2.5,1,0,0,0
"2849",2009,63,38,31,92037,1,1.1,3,0,1,0
"2853",1454,29,5,85,90232,3,2.5,1,0,1,1
"2854",2835,40,16,12,90033,1,1,1,0,0,0
"2855",1290,46,21,82,94523,4,0.4,1,0,0,0
"2856",2401,61,36,169,91380,2,6.1,3,0,1,1
"2857",1208,38,12,43,94301,4,1.2,2,0,0,1
"2858",4444,38,14,48,90034,1,1.8,1,0,0,0
"2859",3017,48,23,78,91423,4,3.6,3,0,1,0
"2861",437,61,35,50,92122,3,1.4,3,1,1,0
"2862",2735,56,31,64,94126,4,0.9,1,0,1,0
"2863",1375,59,34,84,94043,3,1.6,3,0,1,0
"2866",3621,53,29,132,95020,2,0.3,1,0,0,0
"2868",1204,62,37,50,91311,3,2.4,1,0,1,0
"2869",4744,50,26,21,94305,1,0.2,1,0,1,0
"2870",4478,33,9,41,92028,1,1.5,2,0,1,1
"2872",1091,31,5,79,94720,4,2.2,2,0,0,0
"2873",1479,65,39,160,94803,4,3.8,1,1,1,0
"2874",2415,34,10,134,91775,1,4,1,0,0,0
"2875",3192,30,5,83,93101,4,1.8,3,0,0,1
"2878",2174,34,10,34,93407,1,1.7,1,0,0,0
"2879",3350,55,25,95,92407,2,4.5,3,0,0,0
"2881",416,35,8,38,93106,4,1,2,0,1,0
"2882",3176,43,18,74,92009,4,0.4,1,0,0,0
"2884",2593,57,32,69,94710,4,0.7,1,0,0,0
"2885",4606,48,22,42,94611,1,1.2,2,0,0,0
"2886",3877,35,11,40,91784,1,2.4,2,0,1,0
"2887",3709,31,1,74,92116,4,4,3,0,0,0
"2888",1989,52,28,18,91301,1,0.3,1,0,1,0
"2891",4488,38,14,81,94583,1,3.6,2,0,1,1
"2892",231,47,22,92,94720,1,2.8,2,0,1,0
"2893",2734,55,29,72,93107,3,0.3,2,0,0,0
"2894",76,31,7,135,94901,4,3.8,2,0,1,1
"2895",1560,59,35,102,92677,4,3,2,0,1,0
"2896",771,26,2,172,94551,2,6.9,2,0,1,0
"2897",1837,44,19,74,90041,4,1.9,3,0,0,0
"2898",3360,43,19,45,91773,3,0.6,2,0,0,0
"2899",4529,48,23,48,94086,1,0.3,1,0,0,0
"2900",1350,26,2,171,93943,3,6,2,0,1,0
"2901",2676,31,1,70,92115,2,1.75,3,0,1,1
"2904",1232,66,41,144,94306,1,2.5,1,0,1,1
"2905",345,54,24,63,92606,3,1.4,3,0,1,1
"2906",2296,53,23,39,92101,3,1,3,0,1,0
"2907",253,65,40,53,91711,3,2.2,1,0,0,1
"2908",414,32,7,42,92407,3,2.3,1,0,1,0
"2910",4350,45,18,44,90089,3,1,2,0,0,0
"2912",4818,46,22,134,93305,2,3.3,1,0,0,0
"2913",3862,65,40,29,90025,1,1.5,2,0,0,0
"2915",577,25,-1,48,92870,3,0.3,3,0,0,1
"2916",3012,55,31,63,95616,3,2.67,1,0,1,0
"2917",611,52,28,81,94132,3,1.8,2,0,0,0
"2919",2548,38,13,15,90245,2,0.1,2,1,1,0
"2921",2242,26,0,14,94301,4,0.4,1,0,1,0
"2922",2615,35,11,160,92093,4,5.7,3,1,0,0
"2923",4978,40,15,54,90266,3,0.8,3,0,1,0
"2925",3765,63,37,15,94720,2,0.4,1,0,0,0
"2926",1048,55,31,73,94143,4,1.6,2,0,0,0
"2927",2303,42,17,155,92806,1,7,1,1,0,1
"2928",1675,37,11,139,95814,2,0.8,2,0,1,0
"2929",4114,28,2,41,93118,3,1.1,2,0,1,0
"2930",3207,33,7,80,91103,2,1.5,3,0,1,1
"2931",4668,52,28,72,94720,1,1.6,3,1,1,0
"2932",279,50,26,21,91125,4,1,1,0,1,0
"2933",1327,32,5,63,90024,4,2,2,0,1,0
"2935",667,52,26,112,92120,1,2.4,1,0,1,1
"2936",1019,39,15,61,90018,2,0.6,3,0,0,0
"2937",1071,36,9,40,90840,2,1,2,1,1,0
"2939",4858,37,13,115,90025,1,0.8,2,0,1,1
"2941",3252,52,26,78,90720,3,3,2,0,0,1
"2942",706,62,36,30,94720,3,0.7,2,0,1,0
"2943",97,41,15,80,95014,1,5.2,1,0,0,0
"2944",4278,40,16,138,92612,1,3.5,1,0,1,0
"2945",2015,49,19,169,95054,3,5.67,3,0,0,1
"2947",443,58,28,122,95136,1,3,3,0,1,0
"2948",875,30,4,40,92056,4,2.1,3,0,1,1
"2949",973,40,16,50,92093,2,1.7,1,0,0,0
"2950",2350,59,35,94,94610,1,4.3,1,0,1,0
"2951",2724,54,29,72,94558,2,3.7,1,0,1,0
"2952",794,24,-2,150,94720,2,2,1,0,1,0
"2953",2227,25,1,98,90717,1,5.4,1,0,1,0
"2954",2677,44,20,122,91765,1,0.3,1,0,1,0
"2955",4282,28,1,34,94949,4,1.5,2,0,0,1
"2957",2557,28,4,82,92831,3,1.5,1,0,1,0
"2958",3445,60,35,128,93101,1,0.9,1,0,1,0
"2959",2998,57,33,80,95053,4,1.6,2,0,0,0
"2960",1861,30,6,179,91103,3,4.9,1,0,1,0
"2961",4622,57,32,60,93407,3,1.7,1,0,1,1
"2962",214,57,33,155,91326,1,7.4,1,0,1,0
"2963",1781,49,24,82,95051,1,2.9,1,0,1,0
"2964",3161,41,15,158,94304,1,4.7,2,0,0,1
"2966",4319,49,23,75,92374,1,1.5,2,0,0,1
"2967",2171,39,13,52,95039,3,0.5,3,0,0,1
"2969",650,25,-1,82,92677,4,2.1,3,0,1,0
"2970",4363,28,2,55,93940,3,1.1,2,0,0,0
"2973",2462,30,5,69,94302,1,0.8,2,0,1,0
"2974",4866,50,24,133,90025,4,1.4,2,0,0,1
"2975",4123,56,30,195,90089,1,2.9,1,0,0,0
"2976",1265,58,33,138,94546,2,3.9,1,0,1,0
"2977",1663,63,38,84,94607,4,0.1,2,0,0,0
"2978",1496,52,28,178,92647,3,5.4,3,0,1,0
"2979",1801,57,33,45,94080,3,1.5,1,0,1,1
"2981",609,27,2,55,91910,4,1.7,2,0,1,0
"2982",1915,48,24,54,95616,1,1.6,2,0,1,0
"2985",1405,58,28,75,92121,1,1.4,3,0,1,0
"2986",4750,31,5,21,94115,3,1,1,1,1,0
"2987",1256,27,1,80,95354,2,1.6,3,0,1,1
"2988",2761,32,7,49,94080,3,2.3,1,0,1,0
"2989",3472,50,25,38,95503,1,1.4,3,0,1,0
"2990",1119,42,17,98,95670,2,0.4,1,0,1,1
"2991",1153,63,37,21,95831,2,0.4,1,0,1,0
"2992",216,38,14,92,95818,2,0,1,0,1,1
"2994",1899,50,24,43,95630,4,0.1,1,1,1,0
"2995",3449,43,18,85,92606,4,1.9,3,0,1,1
"2996",790,29,3,31,92126,4,0.3,2,0,1,0
"2998",170,27,1,112,90503,4,2.1,3,0,0,1
"3000",1428,31,5,85,95828,2,1.3,1,0,1,1
"3001",2603,52,26,161,93108,4,4.3,1,0,1,1
"3003",2341,33,9,44,94112,1,1.2,1,0,0,0
"3004",1573,64,40,63,91711,4,1.2,2,0,0,1
"3005",4825,32,6,25,96001,3,1,1,0,1,0
"3007",2808,27,2,129,90009,2,3.3,1,0,0,0
"3008",4490,39,13,21,95518,3,0.2,2,0,1,0
"3009",4190,45,19,93,91116,2,1.7,2,0,0,0
"3010",818,41,15,38,90291,2,0.7,1,0,1,0
"3012",92,35,10,29,94105,4,1.1,3,0,1,0
"3013",3214,39,9,32,90212,3,2,3,0,1,0
"3014",2046,52,28,44,95051,4,0.9,2,0,1,0
"3015",3132,47,22,61,94025,3,2.7,2,0,1,1
"3016",4882,57,32,24,92346,2,0.2,3,0,1,0
"3017",940,56,32,8,93943,2,0.3,1,0,1,1
"3020",3583,49,25,65,92354,1,0,1,0,1,0
"3021",4469,67,42,51,94117,3,2.2,1,0,1,1
"3022",1358,55,29,53,95134,1,1.4,1,0,0,0
"3023",1101,42,16,13,91711,1,0.2,1,0,1,0
"3024",4551,65,40,18,95621,1,1.5,2,0,1,0
"3026",2693,46,20,82,90230,2,1.7,2,0,1,1
"3030",1967,52,26,114,91330,2,2.4,2,0,0,0
"3031",4916,49,24,48,93117,1,1.3,2,0,0,1
"3032",4559,44,19,82,95521,2,0.4,1,0,1,1
"3035",106,24,0,35,94704,3,0.1,2,0,1,0
"3038",4518,45,18,50,91902,3,2.5,2,0,1,0
"3039",1695,48,23,35,94025,4,0.4,2,0,0,0
"3040",826,37,11,34,95616,3,0.2,2,0,0,0
"3042",139,59,34,42,94928,3,1.5,1,0,0,1
"3043",726,39,15,119,92037,2,6.1,1,0,0,0
"3045",3136,25,0,91,95039,2,1.8,2,1,0,0
"3046",3333,36,9,49,94402,2,1.67,2,0,0,1
"3048",4820,32,6,41,95833,3,0.9,1,1,0,0
"3049",3126,46,20,18,92521,1,0.2,1,0,1,1
"3052",4041,57,32,44,90266,2,1.9,2,0,0,0
"3053",4939,61,35,80,95973,4,1.7,3,1,1,0
"3054",986,46,22,118,92120,1,4.7,1,0,0,1
"3055",4961,58,28,81,91604,1,3,3,0,1,0
"3056",4734,49,23,121,90032,1,4.9,1,0,1,0
"3058",3772,31,7,109,91711,2,2,2,0,0,1
"3059",4925,36,12,89,91304,2,2.7,1,0,0,0
"3060",3279,31,6,132,94571,1,3.8,1,0,1,0
"3062",1808,46,20,61,90036,2,0.4,3,0,0,0
"3063",3748,26,0,83,91360,3,3.9,2,0,1,0
"3064",1533,45,20,55,94588,1,0.3,1,0,1,1
