Genero;Ocupación;Plan_Internacional;Min_En_Dia;Min_Internacionales;Reclamos;Llamadas_Internacionales;Desafiliado
Masculino;Proyectos personales;si;47.7;13.2;0;3;si
Femenino;Educación;no;190.1;13;1;2;no
Masculino;Proyectos personales;si;89.5;7.9;1;1;si
Femenino;Proyectos personales;no;182.6;12.1;0;5;no
Femenino;Educación;no;205.5;6.9;1;4;no
Masculino;Otros;no;231.5;7.4;1;10;no
Masculino;Negocios;si;251.3;9.9;3;1;si
Femenino;Negocios;no;171.2;13;2;3;no
Femenino;Educación;no;197.9;11.2;2;2;no
Femenino;Negocios;no;134.8;6.7;1;8;no
Femenino;Proyectos personales;no;191.4;10.3;1;3;no
Masculino;Otros;no;174.5;10.6;0;2;no
Femenino;Otros;no;177.4;10.9;0;4;no
Femenino;Negocios;no;182.1;6.8;1;1;no
Femenino;Negocios;no;222.4;11.2;0;4;no
Femenino;Negocios;si;47.8;13.3;0;7;si
Masculino;Educación;no;121.8;10.3;1;5;no
Masculino;Negocios;no;143.5;8.8;3;5;no
Femenino;Negocios;no;164.9;7.8;2;4;no
Femenino;Educación;no;193.6;13.1;2;1;no
Femenino;Otros;no;101.1;7.3;0;5;no
Masculino;Proyectos personales;no;92.3;11.6;2;3;no
Femenino;Negocios;no;168.9;2.9;2;7;no
Femenino;Educación;no;219.2;15;1;5;no
Femenino;Otros;no;178.1;13;0;4;no
Masculino;Otros;no;146.5;14;3;6;no
Femenino;Educación;no;172.3;11.8;1;5;no
Femenino;Proyectos personales;no;190.9;13;1;3;no
Femenino;Otros;no;232.1;10.9;3;2;si
Femenino;Proyectos personales;no;169.2;12.4;4;4;si
Masculino;Negocios;no;123.8;7.3;2;4;no
Femenino;Proyectos personales;no;96;9.7;3;4;no
Femenino;Otros;no;93.4;10.9;1;1;no
Masculino;Negocios;no;90.6;5.4;1;9;no
Femenino;Proyectos personales;no;152.9;5.3;2;6;no
Femenino;Educación;no;257.9;9.4;2;2;no
Masculino;Otros;si;85.2;9;2;3;no
Femenino;Proyectos personales;no;160;6.1;1;10;no
Masculino;Otros;no;182.9;11.5;0;4;no
Femenino;Proyectos personales;no;216.2;3.1;2;1;no
Masculino;Educación;no;261.7;3.3;0;5;no
Femenino;Proyectos personales;no;241.2;8.5;2;4;no
Masculino;Educación;no;177.2;8.4;1;6;no
Masculino;Negocios;no;89.5;14;2;3;no
Femenino;Educación;si;200.3;10.4;1;3;no
Femenino;Otros;si;145;11;4;2;si
Femenino;Educación;no;159.5;6.8;2;3;no
Femenino;Proyectos personales;no;151.8;11.2;3;8;no
Masculino;Educación;no;176.2;10.6;1;4;no
Femenino;Negocios;no;152.1;9.8;0;5;no
Femenino;Educación;no;161.3;9.6;1;3;no
Femenino;Educación;si;171.7;6.8;3;3;no
Femenino;Proyectos personales;no;278.9;11.7;0;7;si
Masculino;Otros;no;213;11.1;4;3;no
Femenino;Proyectos personales;no;242.9;4.8;1;12;no
Femenino;Otros;no;217.2;12.4;0;2;si
Femenino;Negocios;no;175.9;13;1;7;no
Femenino;Negocios;no;303.2;11.5;0;3;si
Masculino;Negocios;no;238.9;11.8;2;3;no
Masculino;Educación;no;189.6;11.4;2;5;no
Femenino;Educación;no;133.3;11.3;5;5;si
Masculino;Educación;no;92.7;9.9;3;4;no
Femenino;Otros;no;177.2;8.6;3;7;no
Femenino;Negocios;no;184.5;10.2;2;6;no
Femenino;Otros;no;176.1;12.1;0;9;no
Femenino;Proyectos personales;no;204.7;11;6;4;no
Masculino;Proyectos personales;no;143.6;15.5;2;5;no
Masculino;Negocios;no;179.3;12.1;1;5;no
Masculino;Otros;no;137.3;10.5;1;2;no
Femenino;Proyectos personales;no;237.8;10.2;2;6;no
Masculino;Otros;no;203.7;7.6;2;5;no
Masculino;Educación;no;191.3;17.6;2;5;no
Femenino;Otros;si;209.1;7.8;2;3;no
Femenino;Educación;no;88.8;7.1;3;9;no
Masculino;Educación;no;97.2;12.4;0;5;no
Femenino;Educación;no;137.9;11;1;5;no
Femenino;Negocios;no;224.3;10;2;1;no
Masculino;Otros;no;207.6;9.7;1;3;no
Masculino;Otros;no;268.1;14.4;2;6;no
Masculino;Negocios;no;166.7;6.8;4;7;si
Masculino;Proyectos personales;no;267.1;17.3;1;4;si
Masculino;Educación;no;181.8;9.3;2;3;no
Masculino;Negocios;no;147.1;13.7;0;7;no
Masculino;Educación;no;37.7;4.9;1;3;no
Femenino;Educación;no;185;11.4;2;3;no
Femenino;Educación;no;156.4;8.6;2;4;no
Masculino;Otros;no;239.3;10.9;1;3;no
Masculino;Educación;no;215.5;8.8;2;5;no
Femenino;Educación;no;134.9;11.3;1;6;no
Femenino;Proyectos personales;no;194.8;12.8;0;3;no
Femenino;Negocios;no;239.1;13.3;5;3;no
Masculino;Educación;no;92.6;14.4;3;4;no
Masculino;Educación;no;209.4;7.2;1;4;no
Femenino;Proyectos personales;no;197.6;6.4;1;6;no
Masculino;Negocios;no;17.6;10.6;1;6;no
Masculino;Otros;si;62.9;8.9;1;8;no
Femenino;Negocios;no;202.3;6.7;1;3;no
Femenino;Proyectos personales;no;136.1;11.3;0;4;no
Femenino;Negocios;no;207;2.6;1;6;no
Masculino;Educación;no;207.9;13.5;1;3;no
Femenino;Negocios;si;276.5;7.2;1;3;si
Masculino;Negocios;no;313.8;10.1;3;7;no
Masculino;Otros;si;288.5;13;1;5;no
Femenino;Proyectos personales;no;210.9;9.4;4;5;no
Masculino;Otros;no;64.9;14.6;1;1;no
Femenino;Educación;no;243.5;9;1;9;no
Femenino;Proyectos personales;no;197;8.7;3;3;no
Masculino;Educación;no;278;8.7;0;4;no
Masculino;Proyectos personales;no;219.9;10;1;4;no
Femenino;Proyectos personales;no;313.2;12.8;2;4;si
Femenino;Proyectos personales;no;145.7;11.3;0;7;no
Femenino;Negocios;no;75.8;8.2;0;13;no
Masculino;Educación;no;195.9;12.2;3;4;no
Femenino;Proyectos personales;no;132;8.7;1;10;no
Femenino;Proyectos personales;no;124;11.7;2;2;no
Masculino;Educación;no;171.9;7.6;2;3;no
Masculino;Proyectos personales;no;249.4;9.9;4;2;no
Femenino;Proyectos personales;si;228.4;7.7;0;7;no
Femenino;Proyectos personales;no;168.6;5.9;3;2;no
Femenino;Proyectos personales;no;123.7;13.3;0;4;no
Masculino;Otros;no;178.7;8.4;1;4;no
Masculino;Negocios;no;113.2;9.5;1;5;no
Masculino;Proyectos personales;no;142.4;13.4;2;6;no
Masculino;Otros;no;204.2;8.3;0;4;no
Masculino;Educación;no;149.7;12.6;3;4;no
Masculino;Educación;no;227.1;4.7;5;4;si
Masculino;Educación;no;155.3;12.6;2;5;no
Femenino;Negocios;no;156.4;11.8;1;3;no
Masculino;Educación;no;148.7;10.4;0;7;no
Femenino;Negocios;no;271.7;6.6;3;4;no
Femenino;Otros;no;193.7;8.8;0;4;no
Femenino;Negocios;si;245.5;10.8;1;7;no
Masculino;Otros;no;245.3;10.7;3;2;si
Masculino;Educación;no;196.1;11.9;0;1;no
Masculino;Otros;no;134.1;10.5;2;2;no
Femenino;Otros;si;225;9.1;1;3;no
Femenino;Otros;no;189.7;7.4;0;4;no
Femenino;Otros;no;142.9;6.6;0;4;no
Femenino;Otros;no;175.6;10.2;1;6;no
Masculino;Educación;no;92.4;12.9;2;4;no
Masculino;Educación;no;92.8;8.8;1;5;no
Masculino;Negocios;no;221.7;8;0;4;no
Masculino;Proyectos personales;no;159.6;8.8;0;3;no
Masculino;Negocios;no;144.5;17;2;6;no
Femenino;Educación;no;159.1;11.5;2;6;no
Femenino;Otros;no;49.9;10.1;2;4;no
Masculino;Proyectos personales;no;116.9;11;0;9;no
Femenino;Otros;no;150;11.1;3;3;no
Masculino;Otros;no;254.4;6;1;5;no
Femenino;Otros;no;270.7;10.9;3;3;no
Masculino;Negocios;no;207;12.1;1;3;no
Masculino;Otros;si;145.3;8.9;0;4;no
Femenino;Educación;no;230.7;13.5;3;2;no
Femenino;Proyectos personales;no;151.5;10.8;1;2;no
Masculino;Educación;no;146.1;9.2;0;3;no
Femenino;Otros;no;256;11.5;3;4;no
Femenino;Proyectos personales;no;200.2;11.6;3;4;no
Femenino;Educación;no;150.7;7;2;4;no
Femenino;Negocios;si;186;12.9;1;4;no
Femenino;Otros;no;212.9;6.3;3;3;no
Masculino;Negocios;no;194.8;11.5;0;7;no
Masculino;Proyectos personales;no;272.5;8.7;3;6;no
Masculino;Otros;no;135.1;11.7;1;4;no
Femenino;Negocios;no;154.6;15.5;1;2;no
Femenino;Educación;no;230.5;10.6;5;6;no
Masculino;Educación;no;165.4;8.2;1;1;no
Masculino;Proyectos personales;no;143.3;7.8;4;2;si
Masculino;Proyectos personales;no;271.1;9.8;2;5;si
Masculino;Otros;no;253.5;14;0;2;no
Femenino;Negocios;no;167.1;9.4;6;1;si
Masculino;Proyectos personales;no;168.3;8.4;1;6;no
Masculino;Otros;no;104.7;8.9;1;2;no
Masculino;Negocios;no;135.4;10.6;1;2;no
Femenino;Proyectos personales;no;191.4;7.2;1;2;no
Masculino;Educación;no;158.7;10.5;1;4;no
Femenino;Educación;no;144.8;8.2;2;4;no
Femenino;Otros;no;98.8;10;3;4;no
Femenino;Educación;si;157.8;10;3;2;si
Femenino;Proyectos personales;no;163;11.6;1;5;no
Masculino;Negocios;no;181.6;8.3;4;6;no
Femenino;Negocios;no;129;11.2;2;3;no
Masculino;Otros;no;86;8.9;1;4;no
Masculino;Proyectos personales;no;193.9;12.6;0;7;no
Masculino;Educación;no;109.4;7.1;0;7;no
Femenino;Proyectos personales;no;188.9;10.2;2;2;no
Femenino;Proyectos personales;si;179.9;13.8;1;2;si
Masculino;Negocios;no;183.4;8.2;1;8;no
Femenino;Negocios;no;288.1;0;0;0;no
Masculino;Otros;no;169.2;4.6;2;4;no
Femenino;Proyectos personales;si;195.5;13.5;1;9;si
Masculino;Negocios;no;264.4;11.3;2;3;no
Femenino;Negocios;no;207.7;9.6;0;5;no
Femenino;Otros;no;169.5;8.7;0;4;no
Masculino;Otros;no;141.5;3.4;2;4;no
Masculino;Otros;no;154.8;12.8;0;4;no
Masculino;Otros;si;133.5;11.7;1;4;no
Masculino;Negocios;no;273.2;13.1;2;7;si
Masculino;Educación;no;224.6;12.5;2;8;no
Masculino;Negocios;no;273.8;5.8;2;3;si
Femenino;Educación;no;159.5;10.1;1;2;si
Masculino;Negocios;no;104;14.6;0;8;no
Masculino;Negocios;no;115.4;13.1;1;4;no
Masculino;Otros;no;222.1;9.4;2;3;no
Masculino;Educación;no;116.4;10.5;3;3;no
Femenino;Negocios;no;217.7;0;3;0;no
Femenino;Otros;no;129.4;13.3;0;3;no
Femenino;Otros;no;161.8;13.7;0;4;no
Masculino;Proyectos personales;no;198.8;11.5;1;5;no
Femenino;Negocios;no;147.8;14;1;5;no
Masculino;Educación;no;262.3;6.6;3;5;no
Masculino;Negocios;no;246.4;7.6;1;7;no
Femenino;Otros;no;174.3;9;4;6;si
Masculino;Educación;no;183.4;9.9;4;4;no
Femenino;Otros;no;191.9;18.2;1;3;no
Masculino;Otros;no;187.8;10.1;2;3;no
Femenino;Proyectos personales;no;259.7;10.2;0;2;no
Masculino;Proyectos personales;si;180.4;8.4;0;5;no
Masculino;Proyectos personales;no;51.8;10.4;2;4;no
Femenino;Educación;no;303.9;5.8;1;3;si
Masculino;Proyectos personales;no;123.7;8.8;1;4;si
Masculino;Proyectos personales;no;206.2;12.6;3;7;no
Masculino;Otros;no;164.3;11.8;2;1;no
Femenino;Proyectos personales;no;228.6;10.1;9;2;si
Masculino;Proyectos personales;no;200.4;7.6;1;5;no
Femenino;Negocios;no;154.3;10.9;0;8;no
Femenino;Proyectos personales;no;122.9;9.6;2;2;no
Femenino;Educación;si;220.8;6.4;0;3;no
Femenino;Proyectos personales;no;214.6;13.9;0;2;no
Masculino;Otros;si;202;7.4;2;2;si
Femenino;Otros;no;209.5;9.1;6;6;si
Masculino;Proyectos personales;no;297.9;8.9;1;5;si
Femenino;Proyectos personales;no;212.8;10.6;0;4;si
Masculino;Educación;no;145.6;12.2;0;5;no
Femenino;Educación;no;152.9;10.8;2;6;no
Masculino;Negocios;no;125.4;11;1;7;no
Femenino;Educación;no;138.3;8.3;0;8;no
Masculino;Proyectos personales;no;189.3;11.2;3;5;no
Masculino;Otros;no;199.3;14.3;4;2;no
Femenino;Educación;si;247.5;10.6;2;3;no
Femenino;Educación;no;294.9;13.2;1;5;si
Masculino;Negocios;no;175.4;11.5;1;3;no
Masculino;Otros;no;179.4;11.2;1;5;no
Masculino;Educación;si;126.8;8.4;0;4;no
Masculino;Educación;si;239.7;11.4;1;1;si
Femenino;Otros;no;143;15.3;5;4;si
Masculino;Educación;no;91.9;13;2;7;no
Masculino;Proyectos personales;no;210.4;15.5;1;4;no
Masculino;Negocios;no;201.3;6.4;1;6;si
Femenino;Otros;no;145.6;9.2;2;4;no
Masculino;Educación;si;203.5;13.4;1;6;si
Masculino;Negocios;no;232.4;10.5;1;2;no
Femenino;Educación;no;86.5;8.7;2;2;no
Femenino;Negocios;no;109.9;10.9;0;6;no
Femenino;Proyectos personales;no;156;9.3;1;5;no
Masculino;Proyectos personales;no;326.3;7.5;1;1;si
Femenino;Otros;no;195;14.8;0;9;no
Femenino;Educación;si;110;6.4;0;7;no
Femenino;Otros;no;147.1;9;5;3;si
Femenino;Otros;no;156;11.9;2;5;no
Masculino;Proyectos personales;no;98.2;9.3;2;4;no
Femenino;Otros;no;210.6;11;0;5;no
Masculino;Negocios;no;239.9;8.9;2;4;si
Masculino;Educación;si;159.9;11.6;2;2;si
Femenino;Negocios;no;197.8;10.9;4;3;si
Masculino;Negocios;no;115.4;15.2;2;6;no
Masculino;Proyectos personales;no;123.8;3.7;0;2;no
Masculino;Educación;no;117.6;6.4;1;3;no
Femenino;Negocios;no;105.3;8.6;2;6;no
Femenino;Otros;no;111.7;13.1;1;6;no
Femenino;Negocios;no;159.3;9.5;2;3;no
Masculino;Otros;no;81.7;11.3;6;3;si
Masculino;Negocios;no;238;10;2;5;no
Femenino;Otros;no;128.1;15.6;0;3;no
Femenino;Educación;no;171.2;10.2;1;4;no
Masculino;Educación;no;109;13.3;4;3;si
Femenino;Otros;no;220;12.1;2;3;no
Masculino;Educación;no;55.6;11.3;0;4;no
Femenino;Otros;no;286.6;10.3;1;6;no
Masculino;Educación;no;207.6;13.3;1;2;no
Masculino;Proyectos personales;no;109.6;8.3;4;4;si
Femenino;Proyectos personales;no;197.2;11;2;5;no
Masculino;Proyectos personales;no;175.7;14.6;1;4;no
Femenino;Proyectos personales;no;205.2;7;0;6;no
Masculino;Otros;no;193.1;12.1;1;4;no
Masculino;Educación;no;232.6;4.7;3;3;no
Masculino;Otros;no;102.7;11;0;5;no
Masculino;Proyectos personales;no;263.1;9.7;5;4;no
Femenino;Otros;no;197;11.6;1;5;no
Femenino;Otros;no;169.3;11.6;2;6;no
Femenino;Proyectos personales;no;201.5;12.9;1;4;no
Masculino;Otros;no;251;13.8;3;3;no
Femenino;Proyectos personales;no;230.4;7.6;3;6;no
Femenino;Educación;no;109.8;11.9;1;6;no
Femenino;Educación;no;279.5;10.7;2;4;si
Femenino;Otros;no;173.4;13.7;1;6;no
Masculino;Otros;no;214.4;10;1;8;no
Femenino;Educación;no;96.1;9.7;1;4;no
Masculino;Educación;no;101.4;7.1;1;6;no
Masculino;Educación;no;232.5;10.4;4;6;no
Femenino;Negocios;no;174.5;12.2;1;2;no
Masculino;Proyectos personales;no;224;8.8;1;4;no
Masculino;Educación;no;211.1;14.7;4;7;no
Masculino;Proyectos personales;no;109.2;9.8;2;5;no
Masculino;Negocios;no;220;11.5;0;5;no
Femenino;Educación;no;181.4;10.9;2;4;no
Femenino;Educación;no;180.7;10.1;2;4;no
Masculino;Educación;no;96.5;9.4;1;2;no
Femenino;Otros;no;183.5;8.3;3;5;no
Femenino;Otros;no;107.9;10.5;0;2;no
Femenino;Otros;si;161;7.7;1;6;no
Femenino;Educación;si;146.8;4.3;1;2;si
Femenino;Otros;no;149.2;8.3;3;2;no
Femenino;Otros;no;227.8;5.6;3;4;no
Masculino;Otros;no;160.3;7.4;0;3;no
Femenino;Educación;no;137.8;10.2;1;6;si
Femenino;Educación;no;141.7;8.5;0;7;no
Masculino;Otros;no;196.4;9.3;0;1;no
Masculino;Otros;no;175.2;5.3;1;3;no
Masculino;Proyectos personales;no;146.8;9.9;1;3;no
Masculino;Educación;no;173.9;9.1;1;7;no
Femenino;Negocios;no;305.2;13.2;1;7;no
Femenino;Educación;si;162.3;11.7;3;2;si
Femenino;Negocios;si;150;10.3;3;7;no
Femenino;Otros;no;197.5;11.3;1;4;no
Femenino;Otros;no;240.2;10.2;2;6;no
Femenino;Educación;no;186.2;12.9;2;3;no
Femenino;Proyectos personales;no;116.9;12.3;0;2;no
Femenino;Proyectos personales;no;236.7;12;1;4;no
Femenino;Otros;no;173.2;5.4;0;3;no
Femenino;Negocios;no;152.2;9.8;0;3;no
Femenino;Negocios;no;181.3;6.7;0;2;no
Femenino;Otros;no;167.8;10.5;4;6;si
Femenino;Proyectos personales;no;175.4;9.8;1;9;no
Femenino;Negocios;no;87.6;9.8;2;10;no
Femenino;Negocios;no;203.3;8.5;0;6;no
Femenino;Proyectos personales;no;92.6;11.3;5;3;si
Femenino;Educación;no;262.9;8.1;1;4;no
Femenino;Proyectos personales;no;160.8;8.5;1;3;no
Masculino;Otros;no;141.8;7.8;1;3;no
Femenino;Educación;no;50.6;4.2;2;4;no
Femenino;Otros;no;134.9;10.2;1;5;no
Femenino;Negocios;no;252.1;13.8;1;3;no
Masculino;Negocios;no;215.5;9.6;1;3;no
Masculino;Otros;no;124.8;13.4;0;4;no
Femenino;Proyectos personales;no;178.7;16.4;2;5;no
Femenino;Proyectos personales;no;183.2;9.9;2;5;no
Femenino;Negocios;no;167.5;13;1;1;no
Femenino;Otros;no;147.1;12.5;3;9;no
Femenino;Negocios;no;230.1;13.2;1;4;no
Femenino;Otros;no;135.8;12.6;0;3;no
Femenino;Otros;no;205.7;8.7;2;3;no
Masculino;Negocios;no;73.8;10.9;2;3;no
Femenino;Otros;no;189.3;10;2;1;no
Femenino;Otros;no;147.2;7.2;3;6;no
Femenino;Proyectos personales;no;137.3;10.2;0;3;no
Masculino;Educación;no;70.7;0;2;0;no
Masculino;Educación;no;204.6;10.7;0;5;no
Femenino;Educación;no;123.1;12;5;2;si
Femenino;Proyectos personales;no;129.7;12.2;2;3;no
Femenino;Proyectos personales;si;198.7;12.4;0;4;no
Masculino;Otros;no;145.1;7.9;2;5;no
Masculino;Negocios;no;135.2;8.4;2;5;no
Femenino;Proyectos personales;no;124.7;7.8;1;8;no
Masculino;Negocios;no;215.9;12.1;1;4;no
Femenino;Negocios;no;119.2;8.4;2;9;no
Masculino;Negocios;no;144.3;7.8;3;10;no
Femenino;Negocios;no;235.2;11.8;1;4;no
Masculino;Educación;no;174;9.7;0;2;no
Femenino;Educación;si;115;6.4;0;1;si
Femenino;Proyectos personales;no;151.7;13.1;2;8;no
Femenino;Negocios;no;153.1;9.9;3;9;no
Masculino;Proyectos personales;no;218.6;9.2;2;5;no
Masculino;Negocios;no;265.2;10.7;2;9;no
Masculino;Negocios;no;143.3;10.1;1;4;no
Femenino;Educación;no;190.3;7.2;2;9;no
Femenino;Negocios;no;184.7;12.3;2;6;si
Femenino;Proyectos personales;no;115.3;18;1;2;no
Masculino;Educación;no;113;9.2;2;5;si
Femenino;Negocios;no;294.2;9;0;1;si
Femenino;Negocios;no;215.6;6.4;3;8;no
Masculino;Negocios;no;128.8;14;1;7;no
Femenino;Otros;si;211.2;10.7;3;2;si
Femenino;Otros;no;71.2;12.9;1;1;no
Masculino;Educación;no;94.9;14.2;2;2;no
Masculino;Proyectos personales;no;259.4;9.5;1;3;si
Masculino;Proyectos personales;no;215.8;6.9;1;3;no
Femenino;Educación;no;97.5;13.2;3;4;no
Femenino;Negocios;no;146.5;8.2;0;5;no
Masculino;Negocios;no;157.9;12.2;2;5;no
Femenino;Proyectos personales;no;139.9;12.7;2;4;no
Femenino;Otros;no;153.2;11.9;1;7;no
Masculino;Proyectos personales;si;103.5;8.4;2;4;no
Masculino;Otros;no;185.8;6.6;1;4;no
Masculino;Proyectos personales;no;129.5;10.9;1;3;no
Masculino;Otros;no;236.6;8.9;1;2;no
Masculino;Educación;no;260.4;10;6;2;no
Femenino;Otros;no;167.3;6.7;2;5;no
Femenino;Proyectos personales;no;182.2;9.3;2;4;no
Masculino;Otros;no;113;10.8;2;4;no
Masculino;Educación;no;185.7;16.9;0;6;no
Femenino;Proyectos personales;no;136.2;9.6;0;5;no
Masculino;Otros;no;222.6;11.5;1;2;no
Masculino;Negocios;no;197.3;9;1;6;no
Masculino;Otros;no;141.4;7.7;1;6;no
Femenino;Negocios;no;208;8;1;11;no
Masculino;Otros;no;118.5;12.1;1;4;no
Femenino;Proyectos personales;no;153.2;10.7;1;8;no
Masculino;Educación;no;108.3;13.5;0;2;no
Femenino;Otros;no;168.6;14.4;2;8;no
Femenino;Otros;no;247.2;9.3;2;2;si
Femenino;Educación;si;224.2;12;3;8;no
Masculino;Negocios;no;166.9;12.8;3;4;no
Masculino;Educación;no;118.4;8.5;1;6;no
Femenino;Proyectos personales;no;190.9;7.8;2;3;no
Femenino;Otros;no;317.8;10.4;1;7;si
Femenino;Otros;no;312;12.8;1;4;si
Femenino;Proyectos personales;no;146;13.3;1;2;no
Masculino;Proyectos personales;no;131.6;15.5;1;3;si
Masculino;Otros;no;193.4;11.1;2;11;no
Masculino;Negocios;no;185.1;8.5;2;5;no
Masculino;Otros;no;193.3;11.8;0;4;no
Masculino;Negocios;no;146.4;7.8;1;2;no
Femenino;Otros;no;71.2;8.6;0;4;no
Femenino;Educación;no;123.2;12.9;4;5;si
Femenino;Negocios;no;205;7.5;2;4;no
Femenino;Otros;no;128.7;12.8;1;6;no
Masculino;Educación;no;216.9;11.4;3;5;no
Femenino;Proyectos personales;no;150;9.8;3;1;no
Femenino;Proyectos personales;no;164.1;11.4;1;2;no
Masculino;Otros;no;212;8.9;3;7;no
Masculino;Otros;no;167.3;12;2;9;no
Masculino;Proyectos personales;no;154.4;13.9;1;4;no
Femenino;Proyectos personales;no;177.3;9.3;3;7;no
Masculino;Otros;no;231.2;8.8;1;5;si
Femenino;Educación;no;202.9;12.8;5;3;no
Masculino;Proyectos personales;no;149.6;14.3;0;9;no
Femenino;Negocios;si;345.3;11.8;1;8;si
Femenino;Proyectos personales;no;264.9;8.4;1;4;si
Masculino;Educación;no;122;5.8;1;5;no
Masculino;Educación;no;177.2;14;2;2;no
Masculino;Proyectos personales;no;133.1;10.3;1;8;no
Femenino;Otros;no;225.1;8.8;0;4;si
Masculino;Otros;no;208.4;11.2;1;4;no
Masculino;Proyectos personales;no;173.1;11.5;1;5;no
Femenino;Negocios;si;162.4;11.4;2;2;si
Masculino;Educación;no;281.2;6.4;2;5;no
Masculino;Otros;no;208.3;15.9;3;4;no
Femenino;Educación;no;243.4;14.1;2;8;no
Femenino;Educación;no;224.2;16.1;1;3;si
Femenino;Otros;no;189.3;9.9;3;3;no
Femenino;Proyectos personales;no;168.3;6.7;4;2;no
Femenino;Proyectos personales;no;232.9;10.7;1;6;no
Masculino;Otros;no;155;5.9;1;4;no
Femenino;Negocios;no;154.4;11.8;0;3;no
Femenino;Proyectos personales;no;234.7;8.4;2;8;no
Femenino;Otros;no;240;7.1;1;9;no
Femenino;Educación;si;298.4;12.2;0;2;si
Femenino;Negocios;no;166;10.9;1;4;no
Masculino;Proyectos personales;no;111.6;16;0;3;no
Femenino;Educación;no;174.5;10.7;2;2;no
Masculino;Otros;si;175.5;6.9;1;5;no
Masculino;Otros;si;157.5;11.1;3;2;si
Masculino;Negocios;no;206.2;11;1;7;no
Femenino;Negocios;no;207.5;7.5;4;16;no
Masculino;Educación;no;144.8;11.6;4;2;no
Femenino;Negocios;no;258.8;10.9;2;7;no
Femenino;Educación;no;226.9;11.6;0;2;si
Femenino;Educación;no;152.9;12;2;5;no
Masculino;Negocios;no;156.7;12.6;2;6;no
Masculino;Negocios;no;150.8;12.5;1;1;no
Femenino;Otros;no;221;6.8;4;3;no
Femenino;Negocios;no;322.4;6.7;1;3;si
Masculino;Negocios;no;153.6;9.8;2;3;no
Masculino;Otros;no;215.1;12.4;2;2;no
Masculino;Proyectos personales;no;174.4;11.8;1;3;no
Femenino;Otros;no;180.5;10.6;0;3;no
Masculino;Negocios;no;123.1;12.6;2;7;no
Femenino;Negocios;no;165.7;10;1;4;no
Femenino;Educación;no;200.2;6;2;6;no
Masculino;Proyectos personales;no;154.8;5.9;3;9;no
Femenino;Otros;no;125.4;11.4;2;9;no
Femenino;Negocios;no;184.2;12.2;1;4;no
Femenino;Educación;no;274.7;10.8;3;3;no
Femenino;Educación;si;142;11.3;1;5;no
Masculino;Negocios;si;151.5;10;1;4;no
Masculino;Proyectos personales;no;124.8;10.6;3;7;no
Masculino;Educación;no;179.2;12.4;0;2;no
Masculino;Negocios;si;246.4;12.1;2;2;si
Femenino;Proyectos personales;no;232.7;11.5;5;6;no
Masculino;Negocios;no;288;13.4;0;4;si
Femenino;Educación;no;170.8;12.7;1;1;no
Masculino;Negocios;no;216.1;9.8;1;3;no
Femenino;Proyectos personales;no;138.7;4.9;2;4;no
Femenino;Otros;no;210.7;9.2;3;5;no
Femenino;Proyectos personales;no;181.8;9.7;0;9;no
Masculino;Negocios;no;61.6;12.4;1;5;no
Masculino;Otros;no;207.7;6.8;1;3;no
Femenino;Negocios;no;219.2;10;1;5;no
Femenino;Proyectos personales;no;227;8.9;2;1;no
Femenino;Proyectos personales;no;245.9;8.9;3;5;no
Femenino;Otros;no;257.3;13.5;0;7;no
Femenino;Proyectos personales;no;121.1;16.1;2;5;no
Femenino;Proyectos personales;no;301.5;13.4;4;2;si
Masculino;Educación;no;233.9;9.5;0;3;no
Masculino;Negocios;si;99.6;13.7;2;6;si
Masculino;Proyectos personales;no;169.8;12.7;2;7;no
Masculino;Negocios;si;198.8;14.4;1;3;si
Femenino;Negocios;si;116.2;10.1;3;3;no
Femenino;Proyectos personales;si;255.9;12.1;1;2;si
Masculino;Educación;no;187.7;10;3;4;no
Femenino;Proyectos personales;no;195.9;8.6;0;4;no
Masculino;Negocios;no;129.4;1.1;2;2;no
Femenino;Negocios;no;221;9;2;6;no
Femenino;Otros;no;140.5;9.5;2;5;no
Femenino;Negocios;si;277.9;9.2;0;10;si
Femenino;Otros;no;224.9;6.7;3;5;si
Masculino;Otros;no;109.1;12.8;0;6;no
Femenino;Otros;no;207.8;5.7;0;9;no
Femenino;Negocios;no;205.9;12.1;0;8;no
Femenino;Proyectos personales;no;308.6;7.3;4;3;si
Masculino;Negocios;no;242.6;14.4;2;6;no
Femenino;Otros;no;229.6;3.3;1;3;no
Masculino;Proyectos personales;no;166;7.7;2;3;no
Masculino;Educación;no;144.8;13.3;0;9;si
Femenino;Negocios;si;106.1;12.9;0;3;no
Femenino;Negocios;no;221.8;13.2;1;4;no
Femenino;Proyectos personales;no;204.6;9.8;2;7;no
Masculino;Negocios;no;213.5;14.1;3;3;no
Femenino;Educación;no;152;10;2;1;no
Femenino;Educación;si;260.8;17;1;6;si
Femenino;Educación;no;166.4;10;1;2;no
Masculino;Proyectos personales;no;177.9;15.2;0;8;no
Femenino;Proyectos personales;no;235.1;7;3;7;no
Femenino;Proyectos personales;no;186.8;9.7;2;4;no
Femenino;Educación;si;268.4;11.6;1;4;no
Femenino;Educación;no;192.1;7.3;3;3;no
Femenino;Proyectos personales;no;240.7;10.1;0;3;si
Femenino;Proyectos personales;no;179.9;9.8;2;7;no
Femenino;Otros;no;314.1;12.3;3;5;si
Masculino;Negocios;no;162;11.9;0;5;no
